Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgp_ncventmamen2mes;vgp_ncventmamay2mes;vgp_ncventhemmen2mes;vgp_ncventhemay2mes;vgp_totsacrif;ventasm2m;ventasmy2m;TOTAL;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;fact_exp_fin
13045003009300023;MANABÍ;03;00930;0023;3; ;3; ;1;6; ;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,6521135095756
13055003009870002;MANABÍ;03;00987;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18,9701702680072
13055003009870003;MANABÍ;03;00987;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,8411128194325
13055003009870004;MANABÍ;03;00987;0004; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,6866961860622
13045003011310011;MANABÍ;03;01131;0011;2; ; ;4; ;2;4;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,1564014737156
13045003011310025;MANABÍ;03;01131;0025; ;3; ;3;2; ;6;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,4703056906824
13225103011960001;MANABÍ;03;01196;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,7912416770696
13225103011960002;MANABÍ;03;01196;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,1180642549204
13225103011960004;MANABÍ;03;01196;0004; ;2; ; ;1; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,5487424182887
13035103013460002;MANABÍ;03;01346;0002; ;3;0;2;1;0;5;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
13035103013460005;MANABÍ;03;01346;0005;5; ; ; ; ;5; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,050950399094
13045303014180002;MANABÍ;03;01418;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,1173527471349
13045303014660004;MANABÍ;03;01466;0004; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;53,2589310436229
13045303014660005;MANABÍ;03;01466;0005; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,40564810313717
13025103016620001;MANABÍ;03;01662;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;57,3168045586244
13125003017390007;MANABÍ;03;01739;0007; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,1459957560982
13125003017390008;MANABÍ;03;01739;0008; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,230705626972
13125003017390012;MANABÍ;03;01739;0012; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;38,7886783149625
13125003017390016;MANABÍ;03;01739;0016; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,0510230413547
13125003017390017;MANABÍ;03;01739;0017; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,3711997710091
13125003017390025;MANABÍ;03;01739;0025; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;31,7255549651423
13125003017390026;MANABÍ;03;01739;0026; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,3499105095546
13125003017390034;MANABÍ;03;01739;0034; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,7632830900169
13125003017390036;MANABÍ;03;01739;0036; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,286167600516
13025203017610001;MANABÍ;03;01761;0001; ;5; ;5; ; ;10;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,2558915227104
13025203017610003;MANABÍ;03;01761;0003; ;3; ;3;0; ;6;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,2408373237198
13025203017610004;MANABÍ;03;01761;0004; ; ; ;1;0; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;64,6968183616579
13025203017610007;MANABÍ;03;01761;0007; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,7489353150082
13075003018350001;MANABÍ;03;01835;0001; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,70340612712335
13075003018350002;MANABÍ;03;01835;0002; ;2; ;5; ; ;7;7; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,0594460728204
13075003018350003;MANABÍ;03;01835;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,0770208439648
13075003018350007;MANABÍ;03;01835;0007; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,2660593338617
13075003018350012;MANABÍ;03;01835;0012; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,4262598921539
13075003018350013;MANABÍ;03;01835;0013; ; ; ;3; ; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,34191632381083
13075003018350014;MANABÍ;03;01835;0014; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;92,8245102900716
13075003018350015;MANABÍ;03;01835;0015; ; ;4; ;0;4; ;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;70,8090011685977
13015603019550004;MANABÍ;03;01955;0004; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,288605259117
13015603019550005;MANABÍ;03;01955;0005; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,672045175325
13015603020640001;MANABÍ;03;02064;0001; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,3401007662936
13015603020640004;MANABÍ;03;02064;0004; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,8353950152345
13015603020640008;MANABÍ;03;02064;0008; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;70,4174872733859
13015603020640018;MANABÍ;03;02064;0018; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;50,3442194713668
13015003021530005;MANABÍ;03;02153;0005; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;93,7334961472411
13135103021750001;MANABÍ;03;02175;0001; ; ; ;3;0; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,377103300948
13135003022970013;MANABÍ;03;02297;0013; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,2090368798008
13095003023740001;MANABÍ;03;02374;0001; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;92,1551079396082
13095003023740006;MANABÍ;03;02374;0006; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;142,483246602174
13095003023740011;MANABÍ;03;02374;0011; ;1; ; ;1; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;130,297959592599
13095003023740016;MANABÍ;03;02374;0016; ;3; ; ;1; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;115,962321174492
13095003023740025;MANABÍ;03;02374;0025; ; ; ; ;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,2868281687573
13135003024200010;MANABÍ;03;02420;0010; ; ; ;7; ; ;7;7; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,4622725064071
13165203025660006;MANABÍ;03;02566;0006; ;3; ; ; ; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18,570993716194
13065203025960006;MANABÍ;03;02596;0006; ;3; ; ; ; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,763414351990897
13165303026660002;MANABÍ;03;02666;0002; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;173,537757069706
13045004000720015;MANABÍ;04;00072;0015; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,96957369416134
13045004000720019;MANABÍ;04;00072;0019; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,4077852539956
13045004000720027;MANABÍ;04;00072;0027; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,7336793708562
13045004000720046;MANABÍ;04;00072;0046; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,394466371317
13045004000720060;MANABÍ;04;00072;0060; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,7811794093668
13045004000720061;MANABÍ;04;00072;0061; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,7161961944834
13045004000720062;MANABÍ;04;00072;0062; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;66,8014814635456
13055004000840001;MANABÍ;04;00084;0001; ; ; ;7;0; ;7;7; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,1347604863772
13055004000840007;MANABÍ;04;00084;0007; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,1307582508878
13055004000840017;MANABÍ;04;00084;0017; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6,84518890038548
13055004000840020;MANABÍ;04;00084;0020; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,7002610414912
13055004000840022;MANABÍ;04;00084;0022; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,1035116478476
13055004000840025;MANABÍ;04;00084;0025; ;6; ;4; ; ;10;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,53225945994971
13225004001110003;MANABÍ;04;00111;0003; ;2; ; ; ; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,1999933554214
13225004001110004;MANABÍ;04;00111;0004; ;4; ;2;4; ;6;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,9532384207568
13225004001110007;MANABÍ;04;00111;0007; ; ; ; ;6; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,43241254000157
13225004001110010;MANABÍ;04;00111;0010; ;6;4; ;2;4;6;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,1597496145755
13225004001110012;MANABÍ;04;00111;0012; ; ; ; ;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,1016422759727
13225004001110020;MANABÍ;04;00111;0020;3; ;3; ; ;6; ;6; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;17,7681493988938
13145004001140001;MANABÍ;04;00114;0001; ;1; ;1; ; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,3948563713643
13115004001430001;MANABÍ;04;00143;0001; ;2; ;2; ; ;4;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,90235434195661
13115004001430003;MANABÍ;04;00143;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,5110015822956
13115004001430006;MANABÍ;04;00143;0006; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,7502450436567
13115004001430007;MANABÍ;04;00143;0007; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,1778861553685
13075004001570004;MANABÍ;04;00157;0004;1; ;4; ; ;5; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,5252742101752
13075004001570011;MANABÍ;04;00157;0011; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,8503710901859
13075004001570014;MANABÍ;04;00157;0014; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,1943283652651
13075004001570016;MANABÍ;04;00157;0016; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;31,5664335971776
13075004001570020;MANABÍ;04;00157;0020; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,1209520693653
13015004001950003;MANABÍ;04;00195;0003;0;6; ;6; ;0;12;12; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,8898913031869
13015004001950018;MANABÍ;04;00195;0018; ;25; ; ; ; ;25;25; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,18053804073307
13065704003070001;MANABÍ;04;00307;0001; ; ; ; ;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,4289387758423
13065704003070012;MANABÍ;04;00307;0012; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3,26757377627012
13065704003070014;MANABÍ;04;00307;0014; ; ; ;2;0; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,884317406401714
13065704003070029;MANABÍ;04;00307;0029; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,8216953282413
13065704003070036;MANABÍ;04;00307;0036; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,9872133286668
13065704003070040;MANABÍ;04;00307;0040; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,834705336472
13195204003150002;MANABÍ;04;00315;0002; ;1; ;2; ; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;24,3872862414308
13195204003150003;MANABÍ;04;00315;0003; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,0484933344792
13195204003150004;MANABÍ;04;00315;0004; ; ; ; ;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,95774891962374
13195204003150005;MANABÍ;04;00315;0005; ; ; ;2; ; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;19,4249620474913
13065704003220004;MANABÍ;04;00322;0004; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,5441106432324
13015059000992040;MANABÍ;59;00099;2040; ;10; ;10;0; ;20;20; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000992383;MANABÍ;61;00099;2383; ;4; ;4;0; ;8;8; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000992417;MANABÍ;61;00099;2417;15;15; ; ; ;15;15;30; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000992438;MANABÍ;61;00099;2438; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13015661000992467;MANABÍ;61;00099;2467; ;5; ;3;0; ;8;8; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000992472;MANABÍ;61;00099;2472; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055261000992580;MANABÍ;61;00099;2580;15; ;10; ; ;25; ;25; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992587;MANABÍ;61;00099;2587; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045161000992602;MANABÍ;61;00099;2602; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000992638;MANABÍ;61;00099;2638; ;10; ;10; ; ;20;20; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992646;MANABÍ;61;00099;2646; ;30; ;30; ; ;60;60; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000992813;MANABÍ;61;00099;2813; ; ; ;1; ; ;1;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000992867;MANABÍ;61;00099;2867;35; ;10;20; ;45;20;65; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992893;MANABÍ;61;00099;2893; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000992958;MANABÍ;61;00099;2958; ; ; ; ;3; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993009;MANABÍ;61;00099;3009;15; ;15; ; ;30; ;30; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035761000993028;MANABÍ;61;00099;3028; ;3; ;2;1; ;5;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993060;MANABÍ;61;00099;3060; ;5; ;5; ; ;10;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993126;MANABÍ;61;00099;3126; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055261000993166;MANABÍ;61;00099;3166; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13025061000993191;MANABÍ;61;00099;3191; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000993246;MANABÍ;61;00099;3246; ;1; ;2; ; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000993317;MANABÍ;61;00099;3317; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055262000990387;MANABÍ;62;00099;0387; ;600;0;600; ;0;1200;1200; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035662000990456;MANABÍ;62;00099;0456;10; ; ; ; ;10; ;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045062000990466;MANABÍ;62;00099;0466; ;2; ; ; ; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13095262000990467;MANABÍ;62;00099;0467; ;10; ;5; ; ;15;15; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13135162000990497;MANABÍ;62;00099;0497; ;2; ; ; ; ;2;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13085062000990508;MANABÍ;62;00099;0508; ; ; ; ;3; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13155062000990522;MANABÍ;62;00099;0522; ;10; ;60; ; ;70;70; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13085062000990529;MANABÍ;62;00099;0529; ; ; ; ;0; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13085062000990536;MANABÍ;62;00099;0536; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13085062000990545;MANABÍ;62;00099;0545;15;0; ; ;1;15;0;15; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035062000990894;MANABÍ;62;00099;0894; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035664000990845;MANABÍ;64;00099;0845; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13075064000990893;MANABÍ;64;00099;0893; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13075064000990905;MANABÍ;64;00099;0905; ;15; ;16; ; ;31;31; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13155264000990912;MANABÍ;64;00099;0912; ; ; ;3; ; ;3;3; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13155264000990917;MANABÍ;64;00099;0917; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055064000990923;MANABÍ;64;00099;0923; ; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13095064000992030;MANABÍ;64;00099;2030; ; ; ; ;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13095064000992055;MANABÍ;64;00099;2055; ;1000; ;1108; ; ;2108;2108; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13065064000994392;MANABÍ;64;00099;4392; ; ; ; ;15; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
14045001005340001;MORONA SANTIAGO;01;00534;0001; ;10; ; ;1; ;10;10; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,2119562507643
14015601030250001;MORONA SANTIAGO;01;03025;0001; ; ; ; ;0; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,47504383540668
14015101030580002;MORONA SANTIAGO;01;03058;0002; ; ; ; ;0; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;66,2691627856689
14015101030580003;MORONA SANTIAGO;01;03058;0003; ;1; ; ;0; ;1;1; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;14,517388864053
14015301032350001;MORONA SANTIAGO;01;03235;0001; ; ; ; ;1; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;27,1552471874845
14015301032350002;MORONA SANTIAGO;01;03235;0002; ;2;1; ;1;1;2;3; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,00274212041712
14015301032360001;MORONA SANTIAGO;01;03236;0001; ; ; ; ;1; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;0
14015301032420001;MORONA SANTIAGO;01;03242;0001; ;2;1; ;1;1;2;3; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,81568341192632
14015301033230002;MORONA SANTIAGO;01;03323;0002; ; ; ; ;0; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;22,4495396611092
14015301035420003;MORONA SANTIAGO;01;03542;0003; ; ; ; ;0; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,61212293757295
14016401038010001;MORONA SANTIAGO;01;03801;0001; ; ; ; ;1; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,98663499756903
14016401038530001;MORONA SANTIAGO;01;03853;0001; ; ; ; ;1; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,92643605676014
14015001040020001;MORONA SANTIAGO;01;04002;0001;6; ;6; ;0;12; ;12; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;16,3656712790276
14016401041970001;MORONA SANTIAGO;01;04197;0001;7; ; ; ; ;7; ;7; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;9,71723489426809
14065501043820001;MORONA SANTIAGO;01;04382;0001; ; ; ; ;0; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;10,2321137071948
14065501043820004;MORONA SANTIAGO;01;04382;0004; ; ; ;2;2; ;2;2; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4,98492914983929
14065501044020001;MORONA SANTIAGO;01;04402;0001; ;5; ; ;5; ;5;5; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;25,7644929312587
14065001046490001;MORONA SANTIAGO;01;04649;0001; ; ; ; ;1; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;6,65931573099054
14065001046490004;MORONA SANTIAGO;01;04649;0004;8; ; ; ; ;8; ;8; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,425530051437794
14065001049130002;MORONA SANTIAGO;01;04913;0002; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;43,4748652910771
14065101049830001;MORONA SANTIAGO;01;04983;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;7,91028395028436
14065201053050001;MORONA SANTIAGO;01;05305;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;67,333109206944
14065201053050003;MORONA SANTIAGO;01;05305;0003; ;2; ;2;1; ;4;4; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;15,4686432316601
14065201053660001;MORONA SANTIAGO;01;05366;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,92943852768944
14065201053660008;MORONA SANTIAGO;01;05366;0008; ;1; ; ; ; ;1;1; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;46,6252245117695
14065201053680001;MORONA SANTIAGO;01;05368;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;45,5534143326134
14065201054510002;MORONA SANTIAGO;01;05451;0002; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;15,0452336239681
14065201054510004;MORONA SANTIAGO;01;05451;0004; ;3; ;3; ; ;6;6; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;35,430079765613
14065201054510007;MORONA SANTIAGO;01;05451;0007; ;2; ; ; ; ;2;2; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;6,38188132085769
14065201054510008;MORONA SANTIAGO;01;05451;0008; ; ; ;10; ; ;10;10; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,728925061420923
14065201054510009;MORONA SANTIAGO;01;05451;0009; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;29,2918045702525
14055601058020001;MORONA SANTIAGO;01;05802;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4,9406280718536
14055701066210002;MORONA SANTIAGO;01;06621;0002; ;3; ;2; ; ;5;5; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;6,88062200045158
14055601068320005;MORONA SANTIAGO;01;06832;0005; ; ; ;2; ; ;2;2; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;28,0980481906732
14055001069310001;MORONA SANTIAGO;01;06931;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,52743394914156
14055001069310006;MORONA SANTIAGO;01;06931;0006;5; ;6; ; ;11; ;11; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;1,5733623234423
14055001069310007;MORONA SANTIAGO;01;06931;0007; ; ; ;8; ; ;8;8; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;52,0696851881077
14055101069320001;MORONA SANTIAGO;01;06932;0001; ; ; ;2; ; ;2;2; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;24,1945793948315
14055001071520001;MORONA SANTIAGO;01;07152;0001;15;60;10;60;3;25;120;145; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,14898133329045
14055101072510001;MORONA SANTIAGO;01;07251;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4,93224168689186
14055401075300001;MORONA SANTIAGO;01;07530;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,35462879072753
14055401076830002;MORONA SANTIAGO;01;07683;0002; ; ; ; ;9; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,35640308356671
14025501090870001;MORONA SANTIAGO;01;09087;0001; ; ; ; ; ; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;24,2707393009137
