Identificador;ual_prov;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_znd;eu_tn;fact_exp_fin
13145003014240009;MANABÍ;03;01424;0009;6,7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;69,8437647963552
13045303014660001;MANABÍ;03;01466;0001;60;5;4;1;1;1; ;2;1;1;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,6366036869433
13045303014660002;MANABÍ;03;01466;0002;32;4;4; ;2;2; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,05765390141103
13045303014660003;MANABÍ;03;01466;0003;16;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,8067987135567
13045303014660004;MANABÍ;03;01466;0004;22;5;3;2;5;3;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;53,2589310436229
13045303014660005;MANABÍ;03;01466;0005;29,01;6;3;3;4;1;3; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,40564810313717
13045303014660006;MANABÍ;03;01466;0006;11;5;2;3;5;2;3; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;46,5826778943926
13045303014660007;MANABÍ;03;01466;0007;3;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18,3081601711612
13045303014660008;MANABÍ;03;01466;0008;27,5;3;2;1;1; ;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,9092682445256
13045303014660009;MANABÍ;03;01466;0009;1;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,1361041422893
13045303014660010;MANABÍ;03;01466;0010;1;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;89,3569633125181
13045303014660011;MANABÍ;03;01466;0011;1;5;2;3;4;1;3; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;77,4843597954703
13045303014660012;MANABÍ;03;01466;0012;2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;51,7872271695864
13045303014660013;MANABÍ;03;01466;0013;6;5;4;1;5;4;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,6451979965531
13045303014660014;MANABÍ;03;01466;0014;1;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;51,8194371628503
13045303014660015;MANABÍ;03;01466;0015;1;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;57,3659980028818
13045303014660016;MANABÍ;03;01466;0016;1;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,8987125188724
13045303014660017;MANABÍ;03;01466;0017;4,5;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;63,4436658429526
13045303014660018;MANABÍ;03;01466;0018;21;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,371181827135569
13045303014660019;MANABÍ;03;01466;0019;5;3;3; ;2;2; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,2743824238898
13045303014660020;MANABÍ;03;01466;0020;5;3;3; ;2;2; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;17,8250102722037
13045303014660021;MANABÍ;03;01466;0021;17;4;4; ;3;3; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,6529242953471
13025103016620001;MANABÍ;03;01662;0001;11;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;57,3168045586244
13025103016620002;MANABÍ;03;01662;0002;11;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,1512839658414
13025103016620003;MANABÍ;03;01662;0003;11;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,839725485544
13025103016620004;MANABÍ;03;01662;0004;11;2;1;1;1; ;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,7097142400064
13025103016620005;MANABÍ;03;01662;0005;11,02;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,9947354489461
13025103016620006;MANABÍ;03;01662;0006;11;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,1893503215169
13025103016620007;MANABÍ;03;01662;0007;11;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;58,3205850759735
13025103016620008;MANABÍ;03;01662;0008;32;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,9030578881662
13025103016620009;MANABÍ;03;01662;0009;25;3;3; ;1;1; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,1712603566712
13025103016620010;MANABÍ;03;01662;0010;61;2;2; ;1;1; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;24,7686399676032
13125003017030001;MANABÍ;03;01703;0001;2,39;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;81,203950897771
13125003017030002;MANABÍ;03;01703;0002;5,91;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,2062271390156
13125003017030003;MANABÍ;03;01703;0003;2,08;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,97252850999032
13125003017030004;MANABÍ;03;01703;0004;3,6;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;78,0769066313583
13125003017030005;MANABÍ;03;01703;0005;1,75;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,9967431579757
13125003017030007;MANABÍ;03;01703;0007;3,04;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,670655954037
13125003017030012;MANABÍ;03;01703;0012;2,41;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,6433895937131
13125003017030013;MANABÍ;03;01703;0013;2,7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;84,0277198167183
13125003017030014;MANABÍ;03;01703;0014;,77;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;75,2630344708947
13125003017030015;MANABÍ;03;01703;0015;1,38;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;75,4322025522755
13125003017030016;MANABÍ;03;01703;0016;,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;80,9239319116232
13125003017030017;MANABÍ;03;01703;0017;6,4;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,28767755695892
13125003017030018;MANABÍ;03;01703;0018;,7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;88,606785302148
13125003017030019;MANABÍ;03;01703;0019;,7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,3866535156564
13125003017030020;MANABÍ;03;01703;0020;1,7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;78,7165313338315
13125003017030022;MANABÍ;03;01703;0022;12;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,0056987892054
13125003017030023;MANABÍ;03;01703;0023;1,7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;80,7427146968072
13125003017030024;MANABÍ;03;01703;0024;,7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,30423852701136
13125003017030026;MANABÍ;03;01703;0026;2,85;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,3347186571339
13125003017030027;MANABÍ;03;01703;0027;3,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;71,3831058214041
13125003017030028;MANABÍ;03;01703;0028;2,8;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,5223585363112
13125003017030029;MANABÍ;03;01703;0029;2,1168;9;9; ;1;1; ; ; ; ;8;8; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,59466539292255
13125003017030031;MANABÍ;03;01703;0031;,5292;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;87,1659305428096
13125003017030032;MANABÍ;03;01703;0032;2,1168;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;19,8269502667753
13125003017030033;MANABÍ;03;01703;0033;8,4672;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,73248434344838
13125003017030034;MANABÍ;03;01703;0034;7,1;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;63,4531020469326
13125003017030035;MANABÍ;03;01703;0035;10,25;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,0881866816196
13125003017030036;MANABÍ;03;01703;0036;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;64,6689420774463
13125003017030037;MANABÍ;03;01703;0037;1,6934;14;14; ;1;1; ; ; ; ;13;13; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;89,2194228680655
13125003017030038;MANABÍ;03;01703;0038;10;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,8817963704746
13125003017030039;MANABÍ;03;01703;0039;8,02;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18,234257574328
13125003017030041;MANABÍ;03;01703;0041;11,5;16;16; ;1;1; ; ; ; ;15;15; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,0150423763384
13125003017030042;MANABÍ;03;01703;0042;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,2298814951643
13125003017030043;MANABÍ;03;01703;0043;14;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18,2151115060412
13125003017030045;MANABÍ;03;01703;0045;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;84,2349194163355
13125003017030046;MANABÍ;03;01703;0046;,6703;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;78,1091827081452
13125003017030047;MANABÍ;03;01703;0047;,6703;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82,3581911485853
13125003017030048;MANABÍ;03;01703;0048;,6703;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;77,313225204151
13125003017030049;MANABÍ;03;01703;0049;,6703;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,7968509284546
13125003017030050;MANABÍ;03;01703;0050;,6703;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;96,8961208538927
13125003017030051;MANABÍ;03;01703;0051;1,85;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;80,948039933245
13125003017030052;MANABÍ;03;01703;0052;,7056;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;85,5683579937387
13125003017030053;MANABÍ;03;01703;0053;,7056;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;86,9917172949991
13125003017030054;MANABÍ;03;01703;0054;1,65;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;81,2397848750371
13125003017390001;MANABÍ;03;01739;0001;3,281;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;45,8140091445528
13125003017390002;MANABÍ;03;01739;0002;1,0584;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,3199361481265
13125003017390003;MANABÍ;03;01739;0003;2,2226;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,6636428927425
13125003017390004;MANABÍ;03;01739;0004;6,1034;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,9049646930592
13125003017390005;MANABÍ;03;01739;0005;1,1995;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,565502517497
13125003017390006;MANABÍ;03;01739;0006;1,0584;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;51,4921661020417
13125003017390007;MANABÍ;03;01739;0007;2,1168;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,1459957560982
13125003017390008;MANABÍ;03;01739;0008;6,5974;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,230705626972
13125003017390010;MANABÍ;03;01739;0010;24,05;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,8529818731642
13125003017390011;MANABÍ;03;01739;0011;14,9587;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;65,8169346107749
13125003017390012;MANABÍ;03;01739;0012;4,9392;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;38,7886783149625
13125003017390013;MANABÍ;03;01739;0013;12,0516;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;63,874506707376
13125003017390014;MANABÍ;03;01739;0014;5,6448;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,1483726112689
13125003017390015;MANABÍ;03;01739;0015;8,6436;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,4722239747322
13125003017390016;MANABÍ;03;01739;0016;5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,0510230413547
13125003017390017;MANABÍ;03;01739;0017;2,8224;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,3711997710091
13125003017390018;MANABÍ;03;01739;0018;6,0893;2; ;2;2; ;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;63,5775890271114
13125003017390019;MANABÍ;03;01739;0019;1,8063;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;68,3737677657042
13125003017390020;MANABÍ;03;01739;0020;2,1168;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,996305270876
13125003017390022;MANABÍ;03;01739;0022;2,8224;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,7383860795113
13125003017390023;MANABÍ;03;01739;0023;2,8224;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,8556445912784
13125003017390024;MANABÍ;03;01739;0024;2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,6921341173343
13125003017390025;MANABÍ;03;01739;0025;2,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;31,7255549651423
13125003017390026;MANABÍ;03;01739;0026;7,056;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,3499105095546
13125003017390027;MANABÍ;03;01739;0027;6,3504;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,6592943385968
13125003017390028;MANABÍ;03;01739;0028;4;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,244702511369
13125003017390030;MANABÍ;03;01739;0030;1,4112;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,0958705552709
13125003017390031;MANABÍ;03;01739;0031;6,3504;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,94284424472071
13125003017390032;MANABÍ;03;01739;0032;1,4112;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,75263973045489
13125003017390033;MANABÍ;03;01739;0033;5,6448;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,6054233064334
13125003017390034;MANABÍ;03;01739;0034;6,7;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,7632830900169
13125003017390036;MANABÍ;03;01739;0036;1,4112;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,286167600516
13125003017390037;MANABÍ;03;01739;0037;2,8224;3;1;2;3;1;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,9264025406055
13025203017610001;MANABÍ;03;01761;0001;6;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,2558915227104
13025203017610002;MANABÍ;03;01761;0002;,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;92,0303927534161
13025203017610003;MANABÍ;03;01761;0003;41,5;5;5; ;3;3; ;1;1; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,2408373237198
13025203017610004;MANABÍ;03;01761;0004;7,4;4;4; ;1;1; ; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;64,6968183616579
13025203017610005;MANABÍ;03;01761;0005;9,6;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,7425129353343
13025203017610006;MANABÍ;03;01761;0006;60;2;1;1;1; ;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;19,5506069779913
13025203017610007;MANABÍ;03;01761;0007;4,4;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,7489353150082
13025203017610008;MANABÍ;03;01761;0008;20;2;2; ;1;1; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,1891810321132
13025203017610009;MANABÍ;03;01761;0009;,6;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;50,6877927328477
13025203017610010;MANABÍ;03;01761;0010;,6;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;70,0137886911459
13025203017610011;MANABÍ;03;01761;0011;13,75;5;5; ;1;1; ; ; ; ;4;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;34,3871545539688
13075003018350001;MANABÍ;03;01835;0001;4,5158;2;1;1;1; ;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,70340612712335
13075003018350002;MANABÍ;03;01835;0002;10;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,0594460728204
13075003018350003;MANABÍ;03;01835;0003;21;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,0770208439648
13075003018350004;MANABÍ;03;01835;0004;1;3;2;1;2;1;1; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;104,939400872898
13075003018350005;MANABÍ;03;01835;0005;1;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;97,2371529633898
13075003018350006;MANABÍ;03;01835;0006;2,3;3;2;1;2;1;1; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;74,922455261128
13075003018350007;MANABÍ;03;01835;0007;2,53;3;3; ;1;1; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,2660593338617
13075003018350008;MANABÍ;03;01835;0008;2,65;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;93,2182953323106
13075003018350009;MANABÍ;03;01835;0009;1,4112;3;2;1;2;1;1; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,5433124683513
13075003018350011;MANABÍ;03;01835;0011;3,35;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;100,600183576859
13075003018350012;MANABÍ;03;01835;0012;101,25;8;7;1;3;2;1; ; ; ;5;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,4262598921539
13075003018350013;MANABÍ;03;01835;0013;1,01;4;1;3;4;1;3; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,34191632381083
13075003018350014;MANABÍ;03;01835;0014;,2;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;92,8245102900716
13075003018350015;MANABÍ;03;01835;0015;1,25;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;70,8090011685977
13075003018350016;MANABÍ;03;01835;0016;1,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,6334781016906
13075003018350019;MANABÍ;03;01835;0019;,07;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;287,077332221665
13075003018350020;MANABÍ;03;01835;0020;1,6;2;2; ;1;1; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;93,8494061812562
13075003018350021;MANABÍ;03;01835;0021;1,8;2;2; ;1;1; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82,1628323594192
13075003018350022;MANABÍ;03;01835;0022;1;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;57,2053406027465
13075003018350023;MANABÍ;03;01835;0023;,07;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;275,719178622391
13075003018350024;MANABÍ;03;01835;0024;54,25;7;7; ;1;1; ; ; ; ;6;6; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3,13961349007045
13075003018350025;MANABÍ;03;01835;0025;48;4;4; ;1;1; ; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;71,3694018189169
13075003018350026;MANABÍ;03;01835;0026;2,56;4;4; ;1;1; ;1;1; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;90,9789212496583
13015603019550001;MANABÍ;03;01955;0001;15;6;6; ;3;3; ; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,514795247563
13015603019550002;MANABÍ;03;01955;0002;26;5;5; ;1;1; ; ; ; ;4;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,9204229685857
13015603019550004;MANABÍ;03;01955;0004;5,25;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,288605259117
13015603019550005;MANABÍ;03;01955;0005;22;4;3;1;1; ;1;1;1; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,672045175325
13015603019550006;MANABÍ;03;01955;0006;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,814625529173
13015603019550007;MANABÍ;03;01955;0007;11,85;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;68,6314771236927
13015603019550008;MANABÍ;03;01955;0008;2;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,7689569377997
13015603019550009;MANABÍ;03;01955;0009;4;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,4152216127015
13015603019550011;MANABÍ;03;01955;0011;6;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3,58711958314857
13015603019550012;MANABÍ;03;01955;0012;80;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,7001050974015
13015603019550013;MANABÍ;03;01955;0013;90;4;3;1;2;1;1;1;1; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20,7100235799636
13015603020640001;MANABÍ;03;02064;0001;1,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,3401007662936
13015603020640002;MANABÍ;03;02064;0002;55,55;6;6; ;6;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;64,0857679836954
13015603020640003;MANABÍ;03;02064;0003;4;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;57,7798964163221
13015603020640004;MANABÍ;03;02064;0004;1;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,8353950152345
13015603020640005;MANABÍ;03;02064;0005;5,1;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,0626034118835
13015603020640007;MANABÍ;03;02064;0007;5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,0892714150899
