Identificador;ual_prov;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_znd;eu_tn;fact_exp_fin
09225004001000032;GUAYAS;04;00100;0032;4;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,3672554931308
09225004001000033;GUAYAS;04;00100;0033;2,4;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,6825249786933
09225004001000034;GUAYAS;04;00100;0034;2,42;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,7111510773228
09225004001000035;GUAYAS;04;00100;0035;1;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;35,8842554952422
09225004001000036;GUAYAS;04;00100;0036;5;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,538892122026
09225004001000037;GUAYAS;04;00100;0037;4;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;46,5466367281273
09225004001000038;GUAYAS;04;00100;0038;4;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,0027744876351
09225004001000039;GUAYAS;04;00100;0039;3,7;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;35,1267542842281
09225004001000040;GUAYAS;04;00100;0040;2;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,159836203675
09225004001000041;GUAYAS;04;00100;0041;4;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;36,6163959530189
09225004001000042;GUAYAS;04;00100;0042;1,4;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,62983743729
09225004001000043;GUAYAS;04;00100;0043;1,5;4;3;1;4;3;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,5196157957818
09225004001000044;GUAYAS;04;00100;0044;,7;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,2410694265862
09225004001000045;GUAYAS;04;00100;0045;2;3;3; ;1;1; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,4616506734061
09225004001000046;GUAYAS;04;00100;0046;2;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,5995532865888
09225004001000047;GUAYAS;04;00100;0047;1,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,9504954215993
09225004001000048;GUAYAS;04;00100;0048;3;4;1;3;4;1;3; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,57322937186074
09225004001000049;GUAYAS;04;00100;0049;10;4;4; ;1;1; ; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,5107747325484
09225004001000050;GUAYAS;04;00100;0050;6;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;45,2212160226785
09225004001000051;GUAYAS;04;00100;0051;,71;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,7134224471603
09225004001000052;GUAYAS;04;00100;0052;,78;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,3815536435645
09225004001000055;GUAYAS;04;00100;0055;9;4;4; ;1;1; ; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,337552326172
09225004001000056;GUAYAS;04;00100;0056;1,35;2;1;1;1; ;1; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,4932891644868
09225004001000057;GUAYAS;04;00100;0057;2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,1139582422826
09225004001000058;GUAYAS;04;00100;0058;6,35;3;2;1;1; ;1;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,2650134919265
09225004001000059;GUAYAS;04;00100;0059;2,24;2;2; ;1;1; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,4806032890167
09225004001000060;GUAYAS;04;00100;0060;20;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,8180047504735
09225004001000061;GUAYAS;04;00100;0061;,75;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;57,377038815239
09225004001000062;GUAYAS;04;00100;0062;,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;72,0517858190978
09225004001000063;GUAYAS;04;00100;0063;9;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,2587581722806
09225004001000064;GUAYAS;04;00100;0064;1;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,6274209151735
09225004001000065;GUAYAS;04;00100;0065;2,75;3;3; ;1;1; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,40212113342651
09225004001000066;GUAYAS;04;00100;0066;4;8;5;3;5;2;3; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;38,726376845559
09225004001000067;GUAYAS;04;00100;0067;2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,9894511197394
09225004001000068;GUAYAS;04;00100;0068;,75;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,1003508312625
09225004001000069;GUAYAS;04;00100;0069;1,08;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,6877794128791
09225004001000070;GUAYAS;04;00100;0070;1,1;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;46,422230603529
09225004001000071;GUAYAS;04;00100;0071;24;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;35,9033487741316
09255004001020001;GUAYAS;04;00102;0001;230;21;21; ;1;1; ; ; ; ;20;20; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,1647674766808
09255004001020002;GUAYAS;04;00102;0002;564;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,9727193919138
09255004001020003;GUAYAS;04;00102;0003;85,3776;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;24,0971447351293
09255004001020004;GUAYAS;04;00102;0004;15,5232;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,1331815210012
09255004001020005;GUAYAS;04;00102;0005;15;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;45,0802044177808
09255004001020006;GUAYAS;04;00102;0006;12;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,6446049442828
09255004001020007;GUAYAS;04;00102;0007;6;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,0293432530851
09255004001020008;GUAYAS;04;00102;0008;11,2896;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;31,9444923778742
09255004001020009;GUAYAS;04;00102;0009;38,1024;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,0301521564398
09145204001280001;GUAYAS;04;00128;0001;50;4;3;1;4;3;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,4878483524368
09145204001280003;GUAYAS;04;00128;0003;50;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;19,4304141808226
09145204001280005;GUAYAS;04;00128;0005;45;8;8; ;1;1; ; ; ; ;7;7; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;19,1595727419997
09015004001720001;GUAYAS;04;00172;0001;5,1;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,1632207374467
09015004001720003;GUAYAS;04;00172;0003;11;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,54955866530373
09015004001720006;GUAYAS;04;00172;0006;63,6;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,0779133091111
09015004001720007;GUAYAS;04;00172;0007;245;10;10; ;2;2; ;8;8; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
09075004001760001;GUAYAS;04;00176;0001;4;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,932612080287
09075004001760003;GUAYAS;04;00176;0003;100;3;3; ;1;1; ;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,1158668746521
09075004001760004;GUAYAS;04;00176;0004;20;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,0065594051793
09075004001760005;GUAYAS;04;00176;0005;20;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,02155288078317
09075004001760007;GUAYAS;04;00176;0007;127;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,2612077033676
09075004001760008;GUAYAS;04;00176;0008;9,5;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;71,9709763564379
09075004001760009;GUAYAS;04;00176;0009;171;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,577762697454026
09075004001760011;GUAYAS;04;00176;0011;118,5;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,51532391861563
09015004001870004;GUAYAS;04;00187;0004;22;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,9359333033147
09015004001870008;GUAYAS;04;00187;0008;200;4;4; ;1;1; ;3;3; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,4393298727678
09015004002010001;GUAYAS;04;00201;0001;2;2;1;1;1; ;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,4015886758904
09015004002010002;GUAYAS;04;00201;0002;1;2;1;1;1; ;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;53,5213136600576
09015004002010011;GUAYAS;04;00201;0011;1,07;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,2218511004503
09015004002010012;GUAYAS;04;00201;0012;,91;5;3;2;5;3;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,1812508256943
09015004002010013;GUAYAS;04;00201;0013;1;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,5045390792886
09015004002010014;GUAYAS;04;00201;0014;,16;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,0044556407416
09015004002010015;GUAYAS;04;00201;0015;,16;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,5377394669555
09015004002010016;GUAYAS;04;00201;0016;3,16;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,3064666685956
09015004002010017;GUAYAS;04;00201;0017;9,8;2;2; ;1;1; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,8954873422755
09015004002010020;GUAYAS;04;00201;0020;3;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,5852546526347
09015004002010021;GUAYAS;04;00201;0021;2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,3095487579368
09015004002010022;GUAYAS;04;00201;0022;1;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;77,4647019501417
09015004002010023;GUAYAS;04;00201;0023;5;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,8174541048918
09015004002010024;GUAYAS;04;00201;0024;7;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,3561902173368
09015004002010025;GUAYAS;04;00201;0025;60;34;33;1;1;1; ;13;12;1;20;20; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,0361357689016
09015004002010026;GUAYAS;04;00201;0026;24;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,2577706717069
09015004002010027;GUAYAS;04;00201;0027;8,25;4;4; ;1;1; ; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,5668695455556
09015004002010028;GUAYAS;04;00201;0028;9,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,8515270194698
09015004002010029;GUAYAS;04;00201;0029;5;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;66,2893104550648
09015004002010031;GUAYAS;04;00201;0031;4;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,2512849573463
09015004002010032;GUAYAS;04;00201;0032;1;4;2;2;1;1; ; ; ; ;3;1;2; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;78,252179421548
09015004002010033;GUAYAS;04;00201;0033;150;11;9;2;1;1; ;10;8;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,0091395756989
09015304002410002;GUAYAS;04;00241;0002;104;4;3;1;1; ;1;1;1; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,17367779153375
09015304002410003;GUAYAS;04;00241;0003;30;11;11; ;1;1; ;10;10; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,1111378205258
09015304002410006;GUAYAS;04;00241;0006;20;3;3; ;1;1; ;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,1415527258897
09015304002410008;GUAYAS;04;00241;0008;20;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,8762809541562
09015304002410009;GUAYAS;04;00241;0009;30;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,5991096305717
09015304002410010;GUAYAS;04;00241;0010;15;3;3; ;1;1; ;1;1; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,83966229397279
09015304002410011;GUAYAS;04;00241;0011;47;16;15;1;1;1; ;15;14;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,2594457916457
09015304002410012;GUAYAS;04;00241;0012;2,23;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;36,8858291950969
09015304002410013;GUAYAS;04;00241;0013;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18,4670784377664
09015304002410015;GUAYAS;04;00241;0015;2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,6437399495498
09115004002800002;GUAYAS;04;00280;0002;30;5;4;1;1; ;1; ; ; ;4;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,6320466686125
09115004002800003;GUAYAS;04;00280;0003;70;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,5717411902085
09115004002800004;GUAYAS;04;00280;0004;55;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,4152857946983
09115004002800005;GUAYAS;04;00280;0005;35;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,4624811286511
09115004002800007;GUAYAS;04;00280;0007;40;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;34,7229020993104
09115004002800008;GUAYAS;04;00280;0008;35;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,2348475336499
09115004002800009;GUAYAS;04;00280;0009;17,5;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,9931961421457
09115004002800010;GUAYAS;04;00280;0010;12;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,4960019585156
09165051000993322;GUAYAS;51;00099;3322;930;31;31; ;1;1; ;30;30; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165051000993324;GUAYAS;51;00099;3324;5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165151000993326;GUAYAS;51;00099;3326;211,68;6;5;1;1; ;1;3;3; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165151000993327;GUAYAS;51;00099;3327;123,48;16;16; ;1;1; ;15;15; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165051000993330;GUAYAS;51;00099;3330;271;16;16; ;1;1; ;15;15; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165051000993332;GUAYAS;51;00099;3332;43,7472;12;12; ;1;1; ;3;3; ;8;8; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165151000993339;GUAYAS;51;00099;3339;33,7277;4;4; ;1;1; ;3;3; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,00000059298475
09065051000993341;GUAYAS;51;00099;3341;270;33;31;2;3;1;2; ; ; ;30;30; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09135051000993349;GUAYAS;51;00099;3349;360;19;19; ;1;1; ;2;2; ;16;16; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165151000993353;GUAYAS;51;00099;3353;246,96;3;3; ;1;1; ;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165151000993363;GUAYAS;51;00099;3363;100;4;4; ;1;1; ;3;3; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165151000993370;GUAYAS;51;00099;3370;101,5;4;4; ;2;2; ;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09065051000993374;GUAYAS;51;00099;3374;214;77;37;40;1;1; ; ; ; ;76;36;40; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165151000993379;GUAYAS;51;00099;3379;83;3;3; ;1;1; ;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09195251000993386;GUAYAS;51;00099;3386;95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09065051000993396;GUAYAS;51;00099;3396;80;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165051000993400;GUAYAS;51;00099;3400;85;8;8; ;1;1; ;7;7; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165051000993401;GUAYAS;51;00099;3401;143;5;4;1;2;1;1;2;2; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09195251000993405;GUAYAS;51;00099;3405;217;8;7;1;1;1; ;7;6;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165051000993408;GUAYAS;51;00099;3408;340;17;17; ;1;1; ;16;16; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09195151000993409;GUAYAS;51;00099;3409;44,5;7;7; ;1;1; ; ; ; ;6;6; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09135051000993420;GUAYAS;51;00099;3420;168;193;163;30;1;1; ;12;12; ;180;150;30; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115452000990150;GUAYAS;52;00099;0150;2300;143;130;13;1;1; ;142;129;13; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09205352000990175;GUAYAS;52;00099;0175;183;151;104;47;1;1; ;135;88;47;15;15; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035052000990183;GUAYAS;52;00099;0183;91;68;55;13;1;1; ;67;54;13; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035052000990195;GUAYAS;52;00099;0195;250;32;32; ;1;1; ;31;31; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115052000990217;GUAYAS;52;00099;0217;330;151;131;20;1;1; ;150;130;20; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09085152000990224;GUAYAS;52;00099;0224;230;76;62;14;1;1; ;5;5; ;70;56;14; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115052000990225;GUAYAS;52;00099;0225;152;28;25;3;1;1; ;27;24;3; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115052000990239;GUAYAS;52;00099;0239;550;104;83;21;1; ;1;95;75;20;8;8; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09095052000990250;GUAYAS;52;00099;0250;210;127;110;17;1;1; ;126;109;17; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09095052000990251;GUAYAS;52;00099;0251;186,05;117;100;17;1; ;1;116;100;16; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09095052000990254;GUAYAS;52;00099;0254;200;104;83;21;1; ;1;103;83;20; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09095052000990266;GUAYAS;52;00099;0266;159,03;47;37;10;1;1; ;46;36;10; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09095052000990300;GUAYAS;52;00099;0300;136,7;51;44;7;1;1; ;50;43;7; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09095052000990310;GUAYAS;52;00099;0310;68,96;79;72;7;1;1; ;78;71;7; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09085152000990312;GUAYAS;52;00099;0312;425;65;55;10;1;1; ;4;4; ;60;50;10; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000992194;GUAYAS;54;00099;2194;605;54;53;1;1;1; ;48;47;1;5;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000992197;GUAYAS;54;00099;2197;260;4;4; ;1;1; ;3;3; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09015054000992203;GUAYAS;54;00099;2203;740;127;107;20;1;1; ;126;106;20; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000992210;GUAYAS;54;00099;2210;970;48;43;5;1;1; ;47;42;5; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000992221;GUAYAS;54;00099;2221;94;12;12; ;1;1; ;1;1; ;10;10; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000992225;GUAYAS;54;00099;2225;600;104;76;28;1;1; ;103;75;28; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000992229;GUAYAS;54;00099;2229;110;8;8; ;1;1; ;7;7; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000992232;GUAYAS;54;00099;2232;812,83;41;35;6;1;1; ;40;34;6; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09015254000992235;GUAYAS;54;00099;2235;120;46;41;5;1;1; ;20;15;5;25;25; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000992236;GUAYAS;54;00099;2236;200;31;31; ;1;1; ;30;30; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000992237;GUAYAS;54;00099;2237;100;8;8; ;2;2; ;6;6; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000992238;GUAYAS;54;00099;2238;100;6;6; ;1;1; ;5;5; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000992241;GUAYAS;54;00099;2241;1509;51;51; ;1;1; ;50;50; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000992243;GUAYAS;54;00099;2243;321;166;145;21;1;1; ;165;144;21; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09015854000994038;GUAYAS;54;00099;4038;15;5;2;3;5;2;3; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000994041;GUAYAS;54;00099;4041;5;3;2;1;1; ;1;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000994055;GUAYAS;54;00099;4055;13;7;4;3;7;4;3; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000994066;GUAYAS;54;00099;4066;4;2;1;1;1; ;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000994078;GUAYAS;54;00099;4078;2;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000994099;GUAYAS;54;00099;4099;60;13;13; ;1;1; ;12;12; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000994102;GUAYAS;54;00099;4102;80;5;5; ;1;1; ;1;1; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000994107;GUAYAS;54;00099;4107;9,5;5;5; ;1;1; ;1;1; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09225054000994113;GUAYAS;54;00099;4113;3;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000994224;GUAYAS;54;00099;4224;216;12;10;2;1; ;1;5;5; ;6;5;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09015255000993971;GUAYAS;55;00099;3971;179;30;28;2;1;1; ;20;18;2;9;9; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
