Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ad_numt;ad_numl;rc_clacul;ad_k604;ad_k605;ad_k606;ad_k607;ad_k609;ad_k610;ad_k611;ad_k612;ad_k614;ad_autoconsumo;ad_clavecu;ad_prod;ventas;ad_tn;fact_exp_fin
01016001080920007; AZUAY;01;08092;0007;5;3;MANZANA;1;30;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;30;MANZANA;,00272727272727273; ;TOTAL NACIONAL;131,412779890312
01016001080920007; AZUAY;01;08092;0007;5;4;CHIRIMOYA;1;40;UNIDAD;,35;FRUTA FRESCA; ; ; ; ;40;CHIRIMOYA;,00636363636363636; ;TOTAL NACIONAL;131,412779890312
01016001080920007; AZUAY;01;08092;0007;5;5;PERA;1;30;UNIDAD;,13;FRUTA FRESCA; ; ; ; ;30;PERA;,00177272727272727; ;TOTAL NACIONAL;131,412779890312
01016001080920007; AZUAY;01;08092;0007;5;6;OTROS PERMANENTES;1;30;UNIDAD;,3;SIN ESTADO; ; ; ; ;30;OTROS PERMANENTES;,00409090909090909; ;TOTAL NACIONAL;131,412779890312
01016001085060001; AZUAY;01;08506;0001;1;1;DURAZNO (MELOCOTON);10;200;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;200;DURAZNO (MELOCOTON);,00909090909090909; ;TOTAL NACIONAL;45,7953626890481
01035001087250001; AZUAY;01;08725;0001;1;1;MANZANA;10;300;UNIDAD;,01;FRUTA FRESCA; ; ; ; ;300;MANZANA;,00136363636363636; ;TOTAL NACIONAL;31,2792560980039
01017001089340006; AZUAY;01;08934;0006;2;1;TOMATE DE ARBOL;5;30;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;30;TOMATE DE ARBOL;,00272727272727273; ;TOTAL NACIONAL;268,135167048919
01017001089340006; AZUAY;01;08934;0006;2;2;MORA;10;9;LIBRA;1;FRUTA FRESCA; ; ; ; ;9;OTROS PERMANENTES;,00409090909090909; ;TOTAL NACIONAL;268,135167048919
01017001089340006; AZUAY;01;08934;0006;2;3;DURAZNO (MELOCOTON);2;40;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;40;DURAZNO (MELOCOTON);,00363636363636364; ;TOTAL NACIONAL;268,135167048919
01017001089340006; AZUAY;01;08934;0006;2;4;OTROS PERMANENTES;4;3;GALON;4;SIN ESTADO; ; ; ; ;3;OTROS PERMANENTES;,00545454545454545; ;TOTAL NACIONAL;268,135167048919
01017001089340009; AZUAY;01;08934;0009;2;1;TOMATE DE ARBOL;8;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;TOMATE DE ARBOL;,0181818181818182; ;TOTAL NACIONAL;97,1658130098063
01017001089340009; AZUAY;01;08934;0009;2;2;BABACO;12;80;UNIDAD;1,5;FRUTA FRESCA; ; ; ; ;80;OTROS PERMANENTES;,0545454545454545; ;TOTAL NACIONAL;97,1658130098063
01017001089340009; AZUAY;01;08934;0009;2;3;NARANJILLA;4;60;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;60;OTROS PERMANENTES;,00545454545454545; ;TOTAL NACIONAL;97,1658130098063
01016401089510005; AZUAY;01;08951;0005;3;1;DURAZNO (MELOCOTON);6;180;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;180;DURAZNO (MELOCOTON);,00818181818181818; ;TOTAL NACIONAL;20,3006839185392
01016401089510005; AZUAY;01;08951;0005;3;2;TOMATE DE ARBOL;3;120;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;120;TOMATE DE ARBOL;,00545454545454545; ;TOTAL NACIONAL;20,3006839185392
01016401090550006; AZUAY;01;09055;0006;1;1;DURAZNO (MELOCOTON);2;20;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;20;DURAZNO (MELOCOTON);,00272727272727273; ;TOTAL NACIONAL;62,6782545499562
01016401090550007; AZUAY;01;09055;0007;1;1;MANZANA;3;60;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;60;MANZANA;,00409090909090909; ;TOTAL NACIONAL;17,0466338613695
01015101094420005; AZUAY;01;09442;0005;3;1;TOMATE DE ARBOL;3;40;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;40;TOMATE DE ARBOL;,00363636363636364; ;TOTAL NACIONAL;33,8487463353834
01035001094910001; AZUAY;01;09491;0001;8;1;AGUACATE;5;300;UNIDAD;,2;FRUTA FRESCA;200;UNIDAD;,2;FRUTA FRESCA;100;AGUACATE;,0272727272727273;,0181818181818182;TOTAL NACIONAL;129,089826710433
01035001094910001; AZUAY;01;09491;0001;8;2;DURAZNO (MELOCOTON);3;10;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;10;DURAZNO (MELOCOTON);,000454545454545455; ;TOTAL NACIONAL;129,089826710433
01035001094910001; AZUAY;01;09491;0001;8;3;LIMON;4;10;UNIDAD;,01;FRUTA FRESCA; ; ; ; ;10;LIMON;4,54545454545455E-05; ;TOTAL NACIONAL;129,089826710433
01035001094910001; AZUAY;01;09491;0001;8;4;NARANJA;1;10;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;10;NARANJA;,00113636363636364; ;TOTAL NACIONAL;129,089826710433
01115001097580002; AZUAY;01;09758;0002;1;1;DURAZNO (MELOCOTON);10;6;ARROBA;25;FRUTA FRESCA; ; ; ; ;6;DURAZNO (MELOCOTON);,0681818181818182; ;TOTAL NACIONAL;103,205491277492
01016901098590003; AZUAY;01;09859;0003;3;1;MANZANA;1;1;CANASTA;10;FRUTA FRESCA; ; ; ; ;1;MANZANA;,00454545454545455; ;TOTAL NACIONAL;63,4498068561304
01016901098590006; AZUAY;01;09859;0006;4;1;CAPULI;4;2;GALON;4;FRUTA FRESCA; ; ; ; ;2;OTROS PERMANENTES;,00363636363636364; ;TOTAL NACIONAL;122,784668079332
01016901098590006; AZUAY;01;09859;0006;4;2;MANZANA;2;1;CANASTA;6;FRUTA FRESCA; ; ; ; ;1;MANZANA;,00272727272727273; ;TOTAL NACIONAL;122,784668079332
01016901098590006; AZUAY;01;09859;0006;4;3;GUABA;1;20;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;20;GUABA;,00227272727272727; ;TOTAL NACIONAL;122,784668079332
01016901098590013; AZUAY;01;09859;0013;2;1;TOMATE DE ARBOL;10;50;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;50;TOMATE DE ARBOL;,00568181818181818; ;TOTAL NACIONAL;9,75308485095016
01016901098590013; AZUAY;01;09859;0013;2;2;CHIRIMOYA;2;6;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;6;CHIRIMOYA;,00136363636363636; ;TOTAL NACIONAL;9,75308485095016
01016901098590013; AZUAY;01;09859;0013;3;3;DURAZNO (MELOCOTON);1;1;GALON;4;FRUTA FRESCA; ; ; ; ;1;DURAZNO (MELOCOTON);,00181818181818182; ;TOTAL NACIONAL;65,8391301268633
01016901098590013; AZUAY;01;09859;0013;4;4;OTROS PERMANENTES;2;1;BALDE;3;SIN ESTADO; ; ; ; ;1;OTROS PERMANENTES;,00136363636363636; ;TOTAL NACIONAL;49,7586052571686
01016901098590013; AZUAY;01;09859;0013;4;5;GUABA;1;10;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;10;GUABA;,000909090909090909; ;TOTAL NACIONAL;49,7586052571686
01017001100940002; AZUAY;01;10094;0002;1;1;TOMATE DE ARBOL;25;20;LIBRA;1;FRUTA FRESCA;10;LIBRA;1;FRUTA FRESCA;10;TOMATE DE ARBOL;,00909090909090909;,00454545454545455;TOTAL NACIONAL;26,5480363414771
01017001100940002; AZUAY;01;10094;0002;1;2;DURAZNO (MELOCOTON);3;2;LIBRA;1;FRUTA FRESCA; ; ; ; ;2;DURAZNO (MELOCOTON);,000909090909090909; ;TOTAL NACIONAL;26,5480363414771
01017001100940003; AZUAY;01;10094;0003;2;1;TOMATE DE ARBOL;2;1;BALDE;3;FRUTA FRESCA; ; ; ; ;1;TOMATE DE ARBOL;,00136363636363636; ;TOTAL NACIONAL;80,7060304780905
01017001100940004; AZUAY;01;10094;0004;3;1;TOMATE DE ARBOL;5;10;BALDE;9;FRUTA FRESCA;6;BALDE;9;FRUTA FRESCA;4;TOMATE DE ARBOL;,0409090909090909;,0245454545454545;TOTAL NACIONAL;18,583625439034
01017001100940007; AZUAY;01;10094;0007;1;1;LIMON;1;50;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;50;LIMON;,00454545454545455; ;TOTAL NACIONAL;60,4764267858849
01017001100940010; AZUAY;01;10094;0010;3;1;DURAZNO (MELOCOTON);1;15;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;15;DURAZNO (MELOCOTON);,00136363636363636; ;TOTAL NACIONAL;19,2473263475709
01017001100940012; AZUAY;01;10094;0012;6;1;OTROS PERMANENTES;3;1;BALDE;20;SIN ESTADO; ; ; ; ;1;OTROS PERMANENTES;,00909090909090909; ;TOTAL NACIONAL;2,68798867957456
01017001100940012; AZUAY;01;10094;0012;6;2;DURAZNO (MELOCOTON);2;1;BALDE;15;FRUTA FRESCA; ; ; ; ;1;DURAZNO (MELOCOTON);,00681818181818182; ;TOTAL NACIONAL;2,68798867957456
01017001100940012; AZUAY;01;10094;0012;6;3;LIMON;1;1;COSTAL;60;FRUTA FRESCA; ; ; ; ;1;LIMON;,0272727272727273; ;TOTAL NACIONAL;2,68798867957456
01017001100940012; AZUAY;01;10094;0012;6;4;GUAYABA;1;1;BALDE;10;FRUTA FRESCA; ; ; ; ;1;GUAYABA;,00454545454545455; ;TOTAL NACIONAL;2,68798867957456
01017001100940012; AZUAY;01;10094;0012;6;5;OTROS PERMANENTES;1;4;BALDE;5;SIN ESTADO; ; ; ; ;4;OTROS PERMANENTES;,00909090909090909; ;TOTAL NACIONAL;2,68798867957456
01017001100940016; AZUAY;01;10094;0016;1;1;AGUACATE;1;10;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;10;AGUACATE;,00113636363636364; ;TOTAL NACIONAL;83,1838472032951
01016901101040006; AZUAY;01;10104;0006;2;1;AGUACATE;3;50;UNIDAD;,75;FRUTA FRESCA; ; ; ; ;50;AGUACATE;,0170454545454545; ;TOTAL NACIONAL;70,3522963049144
01016901101040006; AZUAY;01;10104;0006;2;2;LIMON;2;60;UNIDAD;,02;FRUTA FRESCA; ; ; ; ;60;LIMON;,000545454545454545; ;TOTAL NACIONAL;70,3522963049144
01016901101040006; AZUAY;01;10104;0006;2;3;GRANADILLA;1;40;UNIDAD;,04;FRUTA FRESCA; ; ; ; ;40;OTROS PERMANENTES;,000727272727272727; ;TOTAL NACIONAL;70,3522963049144
01016901101040006; AZUAY;01;10104;0006;2;4;DURAZNO (MELOCOTON);2;40;UNIDAD;,04;FRUTA FRESCA; ; ; ; ;40;DURAZNO (MELOCOTON);,000727272727272727; ;TOTAL NACIONAL;70,3522963049144
01016901101040011; AZUAY;01;10104;0011;3;1;LIMON;3;60;UNIDAD;,02;FRUTA FRESCA; ; ; ; ;60;LIMON;,000545454545454545; ;TOTAL NACIONAL;30,5302417926987
01016901101040011; AZUAY;01;10104;0011;3;2;BABACO;7;50;UNIDAD;2;FRUTA FRESCA; ; ; ; ;50;OTROS PERMANENTES;,0454545454545455; ;TOTAL NACIONAL;30,5302417926987
01016901101040011; AZUAY;01;10104;0011;3;3;DURAZNO (MELOCOTON);1;60;UNIDAD;,04;FRUTA FRESCA; ; ; ; ;60;DURAZNO (MELOCOTON);,00109090909090909; ;TOTAL NACIONAL;30,5302417926987
01016901101040012; AZUAY;01;10104;0012;8;1;DURAZNO (MELOCOTON);3;20;UNIDAD;,04;FRUTA FRESCA; ; ; ; ;20;DURAZNO (MELOCOTON);,000363636363636364; ;TOTAL NACIONAL;61,5029508577554
01016901101040012; AZUAY;01;10104;0012;8;2;AGUACATE;2;10;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;10;AGUACATE;,00113636363636364; ;TOTAL NACIONAL;61,5029508577554
01016901101040014; AZUAY;01;10104;0014;18;1;AGUACATE;1;15;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;15;AGUACATE;,00170454545454545; ;TOTAL NACIONAL;35,5079986067257
01016901101040014; AZUAY;01;10104;0014;18;2;DURAZNO (MELOCOTON);1;30;UNIDAD;,04;FRUTA FRESCA; ; ; ; ;30;DURAZNO (MELOCOTON);,000545454545454545; ;TOTAL NACIONAL;35,5079986067257
01017001102250001; AZUAY;01;10225;0001;10;1;DURAZNO (MELOCOTON);15;30;BALDE;20;FRUTA FRESCA; ; ; ; ;30;DURAZNO (MELOCOTON);,272727272727273; ;TOTAL NACIONAL;13,0218118254945
01017001102250001; AZUAY;01;10225;0001;10;2;AGUACATE;1;100;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;100;AGUACATE;,00454545454545455; ;TOTAL NACIONAL;13,0218118254945
01017001102250001; AZUAY;01;10225;0001;10;3;LIMON;2;50;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;50;LIMON;,00454545454545455; ;TOTAL NACIONAL;13,0218118254945
01017001102250001; AZUAY;01;10225;0001;10;4;GRANADILLA;1;10;BALDE;10;FRUTA FRESCA; ; ; ; ;10;OTROS PERMANENTES;,0454545454545455; ;TOTAL NACIONAL;13,0218118254945
01016401102290004; AZUAY;01;10229;0004;2;1;GRANADILLA;1;2;ARROBA;25;FRUTA FRESCA; ; ; ; ;2;OTROS PERMANENTES;,0227272727272727; ;TOTAL NACIONAL;74,334501756136
01016401102290004; AZUAY;01;10229;0004;2;2;TOMATE DE ARBOL;2;1;ARROBA;25;FRUTA FRESCA; ; ; ; ;1;TOMATE DE ARBOL;,0113636363636364; ;TOTAL NACIONAL;74,334501756136
01016401102290004; AZUAY;01;10229;0004;2;3;OTROS PERMANENTES;2;4;SACO;80;SIN ESTADO; ; ; ; ;4;OTROS PERMANENTES;,145454545454545; ;TOTAL NACIONAL;74,334501756136
01016401102290004; AZUAY;01;10229;0004;2;4;DURAZNO (MELOCOTON);1;50;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;50;DURAZNO (MELOCOTON);,00340909090909091; ;TOTAL NACIONAL;74,334501756136
01016401102290006; AZUAY;01;10229;0006;1;1;TOMATE DE ARBOL;2;10;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;10;TOMATE DE ARBOL;,000909090909090909; ;TOTAL NACIONAL;84,0055721376741
01035701107590003; AZUAY;01;10759;0003;1;1;MANZANA;10;10;CANASTA;5;FRUTA FRESCA; ; ; ; ;10;MANZANA;,0227272727272727; ;TOTAL NACIONAL;33,9349062910555
01016401110750004; AZUAY;01;11075;0004;2;1;MANZANA;2;30;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;30;MANZANA;,00204545454545455; ;TOTAL NACIONAL;146,456667150482
01016401110750009; AZUAY;01;11075;0009;5;1;CAPULI;3;1;GALON;5;FRUTA FRESCA; ; ; ; ;1;OTROS PERMANENTES;,00227272727272727; ;TOTAL NACIONAL;195,393547473272
01016401110750009; AZUAY;01;11075;0009;5;2;CLAUDIA;1;1;GALON;5;FRUTA FRESCA; ; ; ; ;1;CLAUDIA;,00227272727272727; ;TOTAL NACIONAL;195,393547473272
01016401110750009; AZUAY;01;11075;0009;5;3;DURAZNO (MELOCOTON);3;1;GALON;5;FRUTA FRESCA; ; ; ; ;1;DURAZNO (MELOCOTON);,00227272727272727; ;TOTAL NACIONAL;195,393547473272
01016401110750009; AZUAY;01;11075;0009;5;4;BABACO;2;20;UNIDAD;1;FRUTA FRESCA; ; ; ; ;20;OTROS PERMANENTES;,00909090909090909; ;TOTAL NACIONAL;195,393547473272
01016401110750009; AZUAY;01;11075;0009;5;5;OTROS PERMANENTES;1;50;UNIDAD;2;SIN ESTADO; ; ; ; ;50;OTROS PERMANENTES;,0454545454545455; ;TOTAL NACIONAL;195,393547473272
01016401110750011; AZUAY;01;11075;0011;2;1;DURAZNO (MELOCOTON);2;60;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;60;DURAZNO (MELOCOTON);,0136363636363636; ;TOTAL NACIONAL;71,5027112130451
01016401110750011; AZUAY;01;11075;0011;2;2;MANZANA;1;20;UNIDAD;,02;FRUTA FRESCA; ; ; ; ;20;MANZANA;,000181818181818182; ;TOTAL NACIONAL;71,5027112130451
01016401112300001; AZUAY;01;11230;0001;2;1;TOMATE DE ARBOL;5;30;UNIDAD;,07;FRUTA FRESCA; ; ; ; ;30;TOMATE DE ARBOL;,000954545454545455; ;TOTAL NACIONAL;123,780219442137
01016801114270003; AZUAY;01;11427;0003;4;1;DURAZNO (MELOCOTON);1;80;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;80;DURAZNO (MELOCOTON);,00727272727272727; ;TOTAL NACIONAL;24,6267968693966
01016801116590003; AZUAY;01;11659;0003;10;1;MANZANA;1;10;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;10;MANZANA;,000136363636363636; ;TOTAL NACIONAL;37,388484514247
01016801116590003; AZUAY;01;11659;0003;10;2;CLAUDIA;3;2;BALDE;25;FRUTA FRESCA; ; ; ; ;2;CLAUDIA;,0227272727272727; ;TOTAL NACIONAL;37,388484514247
01016801116590003; AZUAY;01;11659;0003;10;3;TOMATE DE ARBOL;3;20;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;20;TOMATE DE ARBOL;,000454545454545455; ;TOTAL NACIONAL;37,388484514247
01016801116590003; AZUAY;01;11659;0003;10;4;DURAZNO (MELOCOTON);1;1;GALON;3;FRUTA FRESCA; ; ; ; ;1;DURAZNO (MELOCOTON);,00136363636363636; ;TOTAL NACIONAL;37,388484514247
01016801116590003; AZUAY;01;11659;0003;10;5;HIGO;1;2;GALON;2,5;FRUTA FRESCA; ; ; ; ;2;OTROS PERMANENTES;,00227272727272727; ;TOTAL NACIONAL;37,388484514247
01016801116590005; AZUAY;01;11659;0005;2;1;DURAZNO (MELOCOTON);2;1;CANASTA;9;FRUTA FRESCA; ; ; ; ;1;DURAZNO (MELOCOTON);,00409090909090909; ;TOTAL NACIONAL;70,2574818894091
01016801116590005; AZUAY;01;11659;0005;2;2;BABACO;1;5;UNIDAD;1;FRUTA FRESCA; ; ; ; ;5;OTROS PERMANENTES;,00227272727272727; ;TOTAL NACIONAL;70,2574818894091
01016101119010001; AZUAY;01;11901;0001;5;1;OTROS PERMANENTES;1;1;GALON;4;SIN ESTADO; ; ; ; ;1;OTROS PERMANENTES;,00181818181818182; ;TOTAL NACIONAL;38,6605779222761
01016101119010001; AZUAY;01;11901;0001;5;2;DURAZNO (MELOCOTON);1;20;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;20;DURAZNO (MELOCOTON);,00181818181818182; ;TOTAL NACIONAL;38,6605779222761
01016101119010003; AZUAY;01;11901;0003;5;1;TOMATE DE ARBOL;2;1;BALDE;10;FRUTA FRESCA; ; ; ; ;1;TOMATE DE ARBOL;,00454545454545455; ;TOTAL NACIONAL;39,0108645128928
01016101119010003; AZUAY;01;11901;0003;5;2;MANZANA;3;2;CANASTA;7;FRUTA FRESCA; ; ; ; ;2;MANZANA;,00636363636363636; ;TOTAL NACIONAL;39,0108645128928
01016101119010003; AZUAY;01;11901;0003;5;3;DURAZNO (MELOCOTON);4;1;BALDE;10;FRUTA FRESCA; ; ; ; ;1;DURAZNO (MELOCOTON);,00454545454545455; ;TOTAL NACIONAL;39,0108645128928
01016101119010003; AZUAY;01;11901;0003;5;4;OTROS PERMANENTES;2;1;BALDE;5;SIN ESTADO; ; ; ; ;1;OTROS PERMANENTES;,00227272727272727; ;TOTAL NACIONAL;39,0108645128928
01016101119010008; AZUAY;01;11901;0008;3;1;AGUACATE;1;1;BALDE;10;FRUTA FRESCA; ; ; ; ;1;AGUACATE;,00454545454545455; ;TOTAL NACIONAL;58,0738294969813
01016101119010008; AZUAY;01;11901;0008;3;2;DURAZNO (MELOCOTON);3;2;GALON;4;FRUTA FRESCA; ; ; ; ;2;DURAZNO (MELOCOTON);,00363636363636364; ;TOTAL NACIONAL;58,0738294969813
01016101119010011; AZUAY;01;11901;0011;1;1;OTROS PERMANENTES;2;3;BALDE;6;SIN ESTADO; ; ; ; ;3;OTROS PERMANENTES;,00818181818181818; ;TOTAL NACIONAL;1,83845151664729
01016801120920004; AZUAY;01;12092;0004;1;1;BABACO;2;8;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;8;OTROS PERMANENTES;,00181818181818182; ;TOTAL NACIONAL;54,9856682107888
01016801120920004; AZUAY;01;12092;0004;1;2;MANZANA;2;30;UNIDAD;,19;FRUTA FRESCA; ; ; ; ;30;MANZANA;,00259090909090909; ;TOTAL NACIONAL;54,9856682107888
01016801120920004; AZUAY;01;12092;0004;1;3;GRANADILLA;1;15;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;15;OTROS PERMANENTES;,000681818181818182; ;TOTAL NACIONAL;54,9856682107888
01016801122510002; AZUAY;01;12251;0002;1;1;TOMATE DE ARBOL;3;30;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;30;TOMATE DE ARBOL;,000409090909090909; ;TOTAL NACIONAL;62,9188461293008
01016801122510003; AZUAY;01;12251;0003;1;1;CAPULI;1;1;CANASTA;2;FRUTA FRESCA; ; ; ; ;1;OTROS PERMANENTES;,000909090909090909; ;TOTAL NACIONAL;89,3783890163064
01016801122510009; AZUAY;01;12251;0009;1;1;NARANJA;1;20;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;20;NARANJA;,000454545454545455; ;TOTAL NACIONAL;68,8036608516616
01016801122510009; AZUAY;01;12251;0009;1;2;HIGO;1;50;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;50;OTROS PERMANENTES;,00113636363636364; ;TOTAL NACIONAL;68,8036608516616
01016801122510009; AZUAY;01;12251;0009;1;3;TOMATE DE ARBOL;5;50;UNIDAD;,02;FRUTA FRESCA; ; ; ; ;50;TOMATE DE ARBOL;,000454545454545455; ;TOTAL NACIONAL;68,8036608516616
01016801122510012; AZUAY;01;12251;0012;1;1;DURAZNO (MELOCOTON);1;10;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;10;DURAZNO (MELOCOTON);,000454545454545455; ;TOTAL NACIONAL;103,02112991401
01016801122510013; AZUAY;01;12251;0013;1;1;TOMATE DE ARBOL;2;15;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;15;TOMATE DE ARBOL;,00204545454545455; ;TOTAL NACIONAL;29,5969123900687
01016801122510016; AZUAY;01;12251;0016;5;1;TOMATE DE ARBOL;10;50;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;50;TOMATE DE ARBOL;,000681818181818182; ;TOTAL NACIONAL;74,9982026646729
01085201125250001; AZUAY;01;12525;0001;1;1;ZAPOTE;1;80;UNIDAD;1,2;FRUTA FRESCA;60;UNIDAD;1,2;FRUTA FRESCA;20;ZAPOTE;,0436363636363636;,0327272727272727;TOTAL NACIONAL;60,136611920714
01085201127220001; AZUAY;01;12722;0001;1;1;NARANJA;20;100;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;100;NARANJA;,0136363636363636; ;TOTAL NACIONAL;38,2136859771946
01095301128740003; AZUAY;01;12874;0003;1;1;CLAUDIA;5;10;LIBRA;1;FRUTA FRESCA; ; ; ; ;10;CLAUDIA;,00454545454545455; ;TOTAL NACIONAL;84,4663226694537
01095301128740007; AZUAY;01;12874;0007;1;1;MANZANA;4;1;CANASTA;10;FRUTA FRESCA; ; ; ; ;1;MANZANA;,00454545454545455; ;TOTAL NACIONAL;71,327116920872
01095301128740007; AZUAY;01;12874;0007;1;2;GRANADILLA;1;1;SACO;40;FRUTA FRESCA; ; ; ; ;1;OTROS PERMANENTES;,0181818181818182; ;TOTAL NACIONAL;71,327116920872
01095301128740010; AZUAY;01;12874;0010;1;1;CLAUDIA;2;2;CANASTA;15;FRUTA FRESCA; ; ; ; ;2;CLAUDIA;,0136363636363636; ;TOTAL NACIONAL;35,6294306532969
01095301128740010; AZUAY;01;12874;0010;1;2;PERA;2;3;CANASTA;25;FRUTA FRESCA; ; ; ; ;3;PERA;,0340909090909091; ;TOTAL NACIONAL;35,6294306532969
01095301128740010; AZUAY;01;12874;0010;1;3;DURAZNO (MELOCOTON);1;1;CANASTA;10;FRUTA FRESCA; ; ; ; ;1;DURAZNO (MELOCOTON);,00454545454545455; ;TOTAL NACIONAL;35,6294306532969
01095301128740014; AZUAY;01;12874;0014;3;1;CLAUDIA;2;50;UNIDAD;1;FRUTA FRESCA; ; ; ; ;50;CLAUDIA;,0227272727272727; ;TOTAL NACIONAL;74,9446644776244
01095501130900003; AZUAY;01;13090;0003;3;1;MANZANA;30;3000;UNIDAD;,1;FRUTA FRESCA;1500;UNIDAD;,1;FRUTA FRESCA;1500;MANZANA;,136363636363636;,0681818181818182;TOTAL NACIONAL;126,766873530553
01095501130900003; AZUAY;01;13090;0003;3;2;CLAUDIA;3;600;UNIDAD;,05;FRUTA FRESCA;300;UNIDAD;,05;FRUTA FRESCA;300;CLAUDIA;,0136363636363636;,00681818181818182;TOTAL NACIONAL;126,766873530553
01095501130900003; AZUAY;01;13090;0003;8;3;CAPULI;3;3;LIBRA;1;FRUTA FRESCA; ; ; ; ;3;OTROS PERMANENTES;,00136363636363636; ;TOTAL NACIONAL;33,8487463353834
01095501130900010; AZUAY;01;13090;0010;7;1;MANZANA;20;1000;UNIDAD;,06;FRUTA FRESCA;500;UNIDAD;,06;FRUTA FRESCA;500;MANZANA;,0272727272727273;,0136363636363636;TOTAL NACIONAL;57,6756089518591
01095501130900010; AZUAY;01;13090;0010;7;2;TOMATE DE ARBOL;7;70;UNIDAD;,06;FRUTA FRESCA; ; ; ; ;70;TOMATE DE ARBOL;,00190909090909091; ;TOTAL NACIONAL;57,6756089518591
01095501130900011; AZUAY;01;13090;0011;3;1;MANZANA;4;400;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;400;MANZANA;,0454545454545455; ;TOTAL NACIONAL;88,4381460625457
01095501130900013; AZUAY;01;13090;0013;11;1;TOMATE DE ARBOL;12;600;UNIDAD;,3;FRUTA FRESCA;400;UNIDAD;,3;FRUTA FRESCA;200;TOMATE DE ARBOL;,0818181818181818;,0545454545454545;TOTAL NACIONAL;146,677900786661
01095501130900013; AZUAY;01;13090;0013;11;2;MANZANA;20;100;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;100;MANZANA;,00909090909090909; ;TOTAL NACIONAL;146,677900786661
01016801134220002; AZUAY;01;13422;0002;1;1;TOMATE DE ARBOL;1;4;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;4;TOMATE DE ARBOL;9,09090909090909E-05; ;TOTAL NACIONAL;90,7196179356414
01016801134220016; AZUAY;01;13422;0016;1;1;TOMATE DE ARBOL;3;20;UNIDAD;,04;FRUTA FRESCA; ; ; ; ;20;TOMATE DE ARBOL;,000363636363636364; ;TOTAL NACIONAL;19,4369551785815
01095501135470002; AZUAY;01;13547;0002;1;1;MANZANA;10;1;CAJA;20;FRUTA FRESCA; ; ; ; ;1;MANZANA;,00909090909090909; ;TOTAL NACIONAL;62,0560349482028
01095501135470002; AZUAY;01;13547;0002;1;2;DURAZNO (MELOCOTON);8;1;CAJA;10;FRUTA FRESCA; ; ; ; ;1;DURAZNO (MELOCOTON);,00454545454545455; ;TOTAL NACIONAL;62,0560349482028
01095501135470002; AZUAY;01;13547;0002;1;3;CLAUDIA;3;1;CAJA;10;FRUTA FRESCA; ; ; ; ;1;CLAUDIA;,00454545454545455; ;TOTAL NACIONAL;62,0560349482028
01095001137570001; AZUAY;01;13757;0001;1;1;CLAUDIA;2;3;GALON;5;FRUTA FRESCA; ; ; ; ;3;CLAUDIA;,00681818181818182; ;TOTAL NACIONAL;116,849938929956
