Identificador;ual_prov;ual_estr;ual_segm;al_ncues;oe_superficie_ha;oe_k1101;oe_k1102;oe_k1103;oe_k1104;oe_trs;oe_trc;oe_tro;oe_znd;oe_tn;fact_exp_fin
10035401087990001;IMBABURA;01;08799;0001;8,59; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,6247691220677
10035401087990004;IMBABURA;01;08799;0004;7;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,5444708312785
10035401087990005;IMBABURA;01;08799;0005;23; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,26996621895361
10055001091350006;IMBABURA;01;09135;0006;5,01; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,1994144124049
10055001094080001;IMBABURA;01;09408;0001;70; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,03311776286711
10055001096400001;IMBABURA;01;09640;0001;12; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,6707264312739
10035201097800001;IMBABURA;01;09780;0001;24; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,16380017468192
10015001100770007;IMBABURA;01;10077;0007;5,76; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,67136709753796
10035001101150012;IMBABURA;01;10115;0012;2,36; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,23150935263963
10015701103080001;IMBABURA;01;10308;0001;5,9; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,9627417290406
10055201104700004;IMBABURA;01;10470;0004;,35; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,0683998776946
10015701105040001;IMBABURA;01;10504;0001;1;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,2161390217978
10015701105040002;IMBABURA;01;10504;0002;2,13; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,6426155337083
10015701105040003;IMBABURA;01;10504;0003;4; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,7854938802016
10035601105960004;IMBABURA;01;10596;0004;3; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,80634582296185
10035201107850002;IMBABURA;01;10785;0002;44,01; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,11204170876738
10035601108030006;IMBABURA;01;10803;0006;3,32;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,90913469126179
10035201109410001;IMBABURA;01;10941;0001;44,01; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,43024646838
10025401110580001;IMBABURA;01;11058;0001;79; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,30002652809316
10015401113050001;IMBABURA;01;11305;0001;9;1;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,94969285836958
10015401113050002;IMBABURA;01;11305;0002;62; ;5;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,87846665893751
10045001114500011;IMBABURA;01;11450;0011;8; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,79031359329143
10015201114720001;IMBABURA;01;11472;0001;62; ;5;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,48013237517392
10035201117840002;IMBABURA;01;11784;0002;4,82; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,6961957529307
10035201118060001;IMBABURA;01;11806;0001;77; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,78584557892835
10035201118060003;IMBABURA;01;11806;0003;82; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,09863343803336
10045501118450001;IMBABURA;01;11845;0001;30;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,3041600022588
10045501118450002;IMBABURA;01;11845;0002;60;1;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,15512614744346
10045501121150005;IMBABURA;01;12115;0005;7,55;1;6; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,1709579268078
10035201126610003;IMBABURA;01;12661;0003;1,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,1123041392503
10035201126610004;IMBABURA;01;12661;0004;20; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,494614444867
10045501127820004;IMBABURA;01;12782;0004;25; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,104490964724531
10045901128070001;IMBABURA;01;12807;0001;48; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,08141738350494
10045901128070003;IMBABURA;01;12807;0003;30,51; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,133567604859283
10045901128070005;IMBABURA;01;12807;0005;34,02; ;2;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,18538716038183
10035201128120002;IMBABURA;01;12812;0002;8; ; ;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,2689547513367
10035201131280001;IMBABURA;01;13128;0001;2,5; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,802692858303
10045901134740001;IMBABURA;01;13474;0001;14,75; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,6524014289681
10035201135510002;IMBABURA;01;13551;0002;11; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,8088860394545
10035201135510004;IMBABURA;01;13551;0004;87,03; ;15; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,676030608126007
10015201137860001;IMBABURA;01;13786;0001;7; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,9426296897681
10045701138090002;IMBABURA;01;13809;0002;,7;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,0211130994829
10045301139620001;IMBABURA;01;13962;0001;35; ;20; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,16945533659449
10035202000700002;IMBABURA;02;00070;0002;90; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,28435519806053
10035202000730001;IMBABURA;02;00073;0001;80; ; ;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,98453753589483
10035202000960003;IMBABURA;02;00096;0003;24; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,78112806073458
10015503000060001;IMBABURA;03;00006;0001;21,28; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,4800750070017
10015503000060002;IMBABURA;03;00006;0002;12; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,13399795859
10015503000060004;IMBABURA;03;00006;0004;5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,3524705856921
10015503000060005;IMBABURA;03;00006;0005;39,84; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,2646116295719
10015503000150003;IMBABURA;03;00015;0003;98; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,53730385809774
10015503000170003;IMBABURA;03;00017;0003;15,1; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,8480303274053
10065203001090001;IMBABURA;03;00109;0001;90; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,8632876152033
10015603001790001;IMBABURA;03;00179;0001;3007;110;36; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,458740546460472
10015103004370002;IMBABURA;03;00437;0002;13,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,6622972157983
10015103004370006;IMBABURA;03;00437;0006;12,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,0867118006626
10015103004370007;IMBABURA;03;00437;0007;40,83; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,2247794160863
10015103004380004;IMBABURA;03;00438;0004;2,5; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,9425365605559
10015103004380005;IMBABURA;03;00438;0005;7; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,2608641523137
10015103004380011;IMBABURA;03;00438;0011;7; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,6338977593939
10015103004380012;IMBABURA;03;00438;0012;2,3; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;106,552917259541
10015103004380016;IMBABURA;03;00438;0016;40,83; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,47238781313
10015103004380018;IMBABURA;03;00438;0018;5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,1093351522163
10015103004380019;IMBABURA;03;00438;0019;3; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,4698277458403
10015103004380020;IMBABURA;03;00438;0020;14; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,5320557792584
10015103004380021;IMBABURA;03;00438;0021;13,25; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,5182411369664
10015103004380028;IMBABURA;03;00438;0028;13,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,9564485185835
10045003006520001;IMBABURA;03;00652;0001;156; ;10; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,5484616507359
10045003006520003;IMBABURA;03;00652;0003;33; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;75,4827235941709
10045003006520006;IMBABURA;03;00652;0006;12; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,0918680374406
10045003006520007;IMBABURA;03;00652;0007;34,1;2;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,7887550283123
10015504000020005;IMBABURA;04;00002;0005;30,56; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,9487176431995
10015504000020006;IMBABURA;04;00002;0006;33; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,90703216700682
10015504000020009;IMBABURA;04;00002;0009;7; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,7527988883323
10015504000020027;IMBABURA;04;00002;0027;6; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,5148343692292
10015504000020037;IMBABURA;04;00002;0037;2; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,17105688294909
10015504000020039;IMBABURA;04;00002;0039;2; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,4943112891601
10065104000360001;IMBABURA;04;00036;0001;50; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,26716002116918
10065104000360002;IMBABURA;04;00036;0002;300;7;8; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,2957198304153
10035104000470002;IMBABURA;04;00047;0002;500; ;4;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,06009001995503
10035104000470004;IMBABURA;04;00047;0004;190;1;2;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,23698129635086
10035104000470005;IMBABURA;04;00047;0005;38;1;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,6232643015938
10035104000470006;IMBABURA;04;00047;0006;54,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,8148010857515
10035104000470008;IMBABURA;04;00047;0008;40;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,661430210639521
10035104000530001;IMBABURA;04;00053;0001;120; ;6; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,393810189343
10045504000700001;IMBABURA;04;00070;0001;127;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,2881727494866
10045004000970001;IMBABURA;04;00097;0001;30; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,514417687468
10045004000970002;IMBABURA;04;00097;0002;12; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,93326598124648
10045004000970004;IMBABURA;04;00097;0004;156; ;10; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,9173387628271
10045561000992975;IMBABURA;61;00099;2975;65; ;2;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
10015261000993220;IMBABURA;61;00099;3220;404; ;3;1;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
10025164000991394;IMBABURA;64;00099;1394;10; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
11115701004260001;LOJA;01;00426;0001;35,32; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,4308738377596
11115701004360001;LOJA;01;00436;0001;18,72; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,9009474964703
11115701004870001;LOJA;01;00487;0001;35,32; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,8176881805175
11115401010690002;LOJA;01;01069;0002;16,02; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,8142287411234
11115101013770003;LOJA;01;01377;0003;5,04; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,34213718333609
11115101014390002;LOJA;01;01439;0002;3,52; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,2897779295816
11115901015820009;LOJA;01;01582;0009;,45; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,5360562697884
11115901015820011;LOJA;01;01582;0011;,28;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,1307483680587
11115001020420001;LOJA;01;02042;0001;5,22;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,1756747973386
11015401023280001;LOJA;01;02328;0001;17,48; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,1639437719637
11015401023370001;LOJA;01;02337;0001;13,17; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,5934824627858
11015401023370002;LOJA;01;02337;0002;13,67; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,6415594366477
11015401024390001;LOJA;01;02439;0001;20,98;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,4645251255446
11015901025980001;LOJA;01;02598;0001;9,48; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,4485434353267
11015901025980003;LOJA;01;02598;0003;1,24; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,068575867516
11015901026020001;LOJA;01;02602;0001;27,21; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,3483719921811
11015901026020002;LOJA;01;02602;0002;12,22; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,114571913561791
11015901027240001;LOJA;01;02724;0001;11,85; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,4404449144776
11015401027750001;LOJA;01;02775;0001;14,63; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,0769631461734
11015401027750002;LOJA;01;02775;0002;17,94; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,3617484005244
11015901029350001;LOJA;01;02935;0001;25,86; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,98582611361139
11055001031080002;LOJA;01;03108;0002;4,02; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,0008256787045
11055001031080003;LOJA;01;03108;0003;1,02; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;78,2976855353368
11015901032030001;LOJA;01;03203;0001;11,63; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,24378036395525
11015901032030003;LOJA;01;03203;0003;10,16; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,4199342860498
11055001032410002;LOJA;01;03241;0002;13,77;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,7582373889303
11015901034830001;LOJA;01;03483;0001;17,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,98033771834441
11015901034910001;LOJA;01;03491;0001;15,53; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,6007548097521
11015201037320004;LOJA;01;03732;0004;5,54; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,72263008728252
11015201037320005;LOJA;01;03732;0005;17,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,90478614660646
11015201037320006;LOJA;01;03732;0006;1,82;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,4134725511237
11015201037320010;LOJA;01;03732;0010;2,47;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,5548912451264
11015201037320012;LOJA;01;03732;0012;25,2; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,63788277964828
11015201037320014;LOJA;01;03732;0014;,42; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,2885579722944
11015201037320015;LOJA;01;03732;0015;1,74; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,13026814539928
11016001039000003;LOJA;01;03900;0003;10,64; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,3380665442626
11055001043290004;LOJA;01;04329;0004;7,01; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,9442935038365
11015001044860003;LOJA;01;04486;0003;10,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,43494592135448
11016001048440001;LOJA;01;04844;0001;14,21; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,470821852008
11055001050320004;LOJA;01;05032;0004;12,97; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,8974815896087
11015101051110001;LOJA;01;05111;0001;2,67;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,8361537712806
11015101051110010;LOJA;01;05111;0010;1,44; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,0422148462392
11015001054420007;LOJA;01;05442;0007;16,18;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,98220596108404
11105001057760001;LOJA;01;05776;0001;45,04; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,2194576246812
11035001061530001;LOJA;01;06153;0001;3,64;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,970482490218
11035001061530003;LOJA;01;06153;0003;2,38; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,4031873030563
11035301064440002;LOJA;01;06444;0002;50; ; ; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,3134835361023
11105101066900001;LOJA;01;06690;0001;34,03; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,4962608253018
11016001067760001;LOJA;01;06776;0001;1,25; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,1442063796541
11016001067760003;LOJA;01;06776;0003;3,89;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,0914486438776
11016001067760007;LOJA;01;06776;0007;11,97; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,35660784887448
11035301067950002;LOJA;01;06795;0002;94; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,75051242263574
11035301069510001;LOJA;01;06951;0001;94; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,33401867962787
11105001071720001;LOJA;01;07172;0001;45,04; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,114437544886
11035301075940001;LOJA;01;07594;0001;100; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,95397755885021
11095101077750002;LOJA;01;07775;0002;4,55; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,1087799597046
11095101077750003;LOJA;01;07775;0003;17,02; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,9523409785237
11095101079330001;LOJA;01;07933;0001;8,25; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,4200428962085
11095101079330002;LOJA;01;07933;0002;87,02; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,38066354165574
11095101079330003;LOJA;01;07933;0003;15,14; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,6054861688519
11095401079440001;LOJA;01;07944;0001;5,07; ; ; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,9745350214802
11095201079650001;LOJA;01;07965;0001;55,05; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,2023359982757
11095201079650002;LOJA;01;07965;0002;27,05;3; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,35338850942491
11095701084440002;LOJA;01;08444;0002;3,06;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,8147845319727
11095701084440006;LOJA;01;08444;0006;4,52; ; ; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,636997111142
11105301085710001;LOJA;01;08571;0001;19,02; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,3037726543124
11105301086130003;LOJA;01;08613;0003;24,42; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,23274008992933
11105301086130005;LOJA;01;08613;0005;1,8; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,4287198055455
11105001086300001;LOJA;01;08630;0001;18,34;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,2278063139412
11035301087160001;LOJA;01;08716;0001;800,02; ;1; ;14;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,744228589141548
11095801087750001;LOJA;01;08775;0001;24,22;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,21949523681387
11095801087750002;LOJA;01;08775;0002;5,52;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,5764540729607
11095801087750004;LOJA;01;08775;0004;7,37;1;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,60912554914692
11105301088370003;LOJA;01;08837;0003;19,58; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,9680244342103
11095801089960001;LOJA;01;08996;0001;6,9;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,1792814104245
11095801089960003;LOJA;01;08996;0003;12,54;1; ; ;16;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,69413620806755
11095801089960004;LOJA;01;08996;0004;2;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,2302926388488
11105001092560001;LOJA;01;09256;0001;4,04;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,3936063973556
11105001092560002;LOJA;01;09256;0002;6,97; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,1052885910573
11105001092560003;LOJA;01;09256;0003;26,02; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,190940180489218
11095801093250003;LOJA;01;09325;0003;12,54;1; ; ;16;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,73005163854785
11095801093250004;LOJA;01;09325;0004;1,22;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,7470153147832
11095801093250006;LOJA;01;09325;0006;1,67;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,6860564640642
11105401094300001;LOJA;01;09430;0001;57,75;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,3099178508229
11105401094400001;LOJA;01;09440;0001;8,14; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,3219195316527
11105001094590001;LOJA;01;09459;0001;25,12; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,6790977884966
11095901095560001;LOJA;01;09556;0001;12,02; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,7279121235605
11095901095560002;LOJA;01;09556;0002;17,92;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,06050342074612
11095001098440002;LOJA;01;09844;0002;18,02;3; ; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,1961307397815
11095201100850001;LOJA;01;10085;0001;40,02; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,38456493957148
11105001101150001;LOJA;01;10115;0001;38,36; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,64560461900558
11105001101150002;LOJA;01;10115;0002;21,7;2;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,7963989930165
11105001103510001;LOJA;01;10351;0001;19,02; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,3940784381311
11105001103510002;LOJA;01;10351;0002;27,03; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,77873819796984
11105001103590002;LOJA;01;10359;0002;13,17;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,2056689367247
11095001106340001;LOJA;01;10634;0001;25,15; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,217750528362
11095201107720001;LOJA;01;10772;0001;6,77;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,1631518225809
11095201109170001;LOJA;01;10917;0001;33,05;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,0150606924363
11095201110880001;LOJA;01;11088;0001;28; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,2642055673222
11095201111030001;LOJA;01;11103;0001;9,39;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,9146787910415
11095201111110001;LOJA;01;11111;0001;12,79; ;1;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,5518182865537
11095201112160001;LOJA;01;11216;0001;19,86;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,9797460163656
11095201114380001;LOJA;01;11438;0001;24,02; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,7878589265463
11095201115280001;LOJA;01;11528;0001;31,29;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,94697864017933
11095201115280002;LOJA;01;11528;0002;3,83; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,4509394498515
11095201115280004;LOJA;01;11528;0004;1,43;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,0360058911789
