Identificador;ual_prov;ual_estr;ual_segm;al_ncues;fp_numl;rc_clacul;fp_numt;fp_k704;fp_k705;fp_k706ha;fp_k707ha;fp_k708;fp_k709;fp_k710;fp_k711;fp_k712;fp_venmernac;fp_venmerint;fp_prepasuelo;fp_poda;fp_tutoreo;fp_despunte;fp_riego;fp_superf_regada_ha;fp_porc_surc;fp_porc_aspe;fp_porc_micr;fp_porc_gote;fp_porc_nebu;fp_porc_otro;fp_aferti;fp_forg;fp_cant1_fo;fp_umed1_fo;fp_cant2_fo;fp_umed2_fo;fp_cant3_fo;fp_umed3_fo;fp_fqui;fp_cantidad_npk_fq;fp_umed_npk_fq;fp_cantidad_nit_fq;fp_umed_nit_fq;fp_cantidad_fq;fp_umed_fq;fp_cantidad_pot_fq;fp_umed_pot_fq;fp_apliplagui;fp_porg;fp_cantidad_po;fp_umedida_po;fp_pqui;fp_cantidad_her_pq;fp_umed_her_pq;fp_color_her_pq;fp_cantidad_ins_pq;fp_umed_ins_pq;fp_color_ins_pq;fp_cantidad_fun_pq;fp_umed_fun_pq;fp_color_fun_pq;fp_cantidad_pq;fp_umed_pq;fp_color_pq;fp_totrabcont;fp_trabfami;fp_clacu;fp_full_tabaco;fp_tabaco;fp_Bonche;fp_Bouquet;fp_tn;fact_exp_fin
17025001095050003;PICHINCHA;01;09505;0003;1;ROSA;1;BAJO INVERNADERO;5;17;17;2380000;13589000;BONCHE;500075;25;15;85;1;1;1;1;SI;17; ; ; ;100; ; ;SI;SI;642600;KILOGRAMO;1500044;KILOGRAMO; ; ;SI;16,11;TONELADA;80,53;TONELADA; ; ;12,53;TONELADA;SI;SI;858,95;LITRO;SI; ; ; ;178,95;LITRO;AZUL;357,8;LITRO;AZUL;536,84;LITRO;AZUL; ; ;ROSA; ; ;500075; ;TOTAL NACIONAL;,0972612029612742
17016301149330001;PICHINCHA;01;14933;0001;1;OTRAS FLORES PERMANENTES;4;CAMPO ABIERTO;2;,08;,08;5975;59750;BOUQUET;56762;1; ;100;1;1;1;1;SI;,08; ; ; ;100; ; ;SI;SI; ; ;175,54;KILOGRAMO; ; ;SI;624,91;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;2,31;LITRO;VERDE; ; ; ; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;56762;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;2;LIMONIUM - STATICE;6;BAJO INVERNADERO;2;,75;,75;27908;227820;BOUQUET;72143;3; ;100;1;1;1;1;SI;,75; ; ; ;100; ; ;SI;SI; ; ;1645,69;KILOGRAMO; ; ;SI;5858,52;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;21,7;LITRO;VERDE; ; ; ; ; ; ; ; ;LIMONIUM - STATICE; ; ; ;72143;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;3;LIMONIUM - STATICE;10;BAJO INVERNADERO;2;1,8;1,8;66980;546775;BOUQUET;173145;3; ;100;1;1;1;1;SI;1,8; ; ; ;100; ; ;SI;SI; ; ;3949,67;KILOGRAMO; ; ;SI;14060,46;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;52,1;LITRO;VERDE; ; ; ; ; ; ; ; ;LIMONIUM - STATICE; ; ; ;173145;TOTAL NACIONAL;0
17025201155230001;PICHINCHA;01;15523;0001;1;ROSA;3;BAJO INVERNADERO;5;,25;,25;20000;140000;BONCHE;5040;25;100; ;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;SI; ; ;800;QUINTAL; ; ;SI;300;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;5;LITRO;AZUL;5;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ;5040; ;TOTAL NACIONAL;61,5548539308297
17025201155230003;PICHINCHA;01;15523;0003;1;ROSA;1;BAJO INVERNADERO;0;,2;0;18000; ; ; ; ;0;0;1;2;2;2;SI;,2; ; ; ;100; ; ;SI;SI; ; ;52;QUINTAL; ; ;SI;300;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;4;LITRO;AMARILLO; ; ; ; ; ; ; ; ;ROSA; ; ; ; ;TOTAL NACIONAL;62,8502659371997
17025201155230006;PICHINCHA;01;15523;0006;1;ROSA;3;BAJO INVERNADERO;0;,15;0;13000; ; ; ; ;0;0;1;2;1;2;SI;,15; ; ; ;100; ; ;NO; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ROSA; ; ; ; ;TOTAL NACIONAL;95,6912386615056
17025201155230012;PICHINCHA;01;15523;0012;1;ROSA;2;CAMPO ABIERTO;0;,1;0;8500; ; ; ; ;0;0;1;2;1;2;SI;,1; ; ; ;100; ; ;NO; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ROSA; ; ; ; ;TOTAL NACIONAL;87,2287481676309
17025201159520001;PICHINCHA;01;15952;0001;1;ROSA;1;BAJO INVERNADERO;4;,15;,15;15000;45000;BONCHE;1800;25;100; ;1;1;1;1;SI;,15; ; ; ;100; ; ;SI;SI;10;QUINTAL; ; ;10;LITRO;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;10,2;LITRO;AZUL; ; ; ; ; ; ; ; ;ROSA; ; ;1800; ;TOTAL NACIONAL;3,94916223047483
17025201159520002;PICHINCHA;01;15952;0002;1;ROSA;4;BAJO INVERNADERO;4;,3;,3;20000;60000;BONCHE;2280;25;100; ;1;1;1;1;SI;,3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6;LITRO;AZUL; ; ; ; ; ; ; ; ;ROSA; ; ;2280; ;TOTAL NACIONAL;16,2523214869541
17025201159520003;PICHINCHA;01;15952;0003;1;ROSA;2;BAJO INVERNADERO;3;,15;,15;12000;48000;BONCHE;1824;25;100; ;1;1;1;1;SI;,15; ; ; ;100; ; ;SI;SI; ; ; ; ;50;LITRO;SI;480;KILOGRAMO;4;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;10;LITRO;AZUL; ; ; ; ; ; ; ; ;ROSA; ; ;1824; ;TOTAL NACIONAL;43,7445662452597
17025201159520008;PICHINCHA;01;15952;0008;1;ROSA;1;BAJO INVERNADERO;3;1;1;80000;320000;BONCHE;12160;25;100; ;1;1;1;1;SI;,4; ; ; ;100; ; ;SI;SI; ; ; ; ;12;LITRO;SI;936;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;1;LITRO;AZUL; ; ; ; ; ; ; ; ;ROSA; ; ;12160; ;TOTAL NACIONAL;13,2275236027333
17017501198870001;PICHINCHA;01;19887;0001;1;HYPERICUM;1;CAMPO ABIERTO;3;1,3;1,3;286000;1716000;TABACO;10868;150; ;100;1;1;1;1;SI;1,3; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;499,2;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;,31;LITRO;VERDE;,08;LITRO;AMARILLO; ; ; ;2; ;HYPERICUM; ;10868; ; ;TOTAL NACIONAL;2,70399104538006
17035001254120008;PICHINCHA;01;25412;0008;1;ROSA;2;BAJO INVERNADERO;12;1,5;1,5;100000;300000;BOUQUET;11760;25;1;99;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;900;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;216;LITRO;VERDE;144;KILOGRAMO;VERDE; ; ; ; ; ;ROSA; ; ; ;11760;TOTAL NACIONAL;0
17035001254120008;PICHINCHA;01;25412;0008;2;ROSA;2;BAJO INVERNADERO;5;2;2;250000;750000;BOUQUET;29400;25;1;99;1;1;1;1;SI;2; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;1200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;288;LITRO;VERDE;192;KILOGRAMO;VERDE; ; ; ; ; ;ROSA; ; ; ;29400;TOTAL NACIONAL;0
17035001254120008;PICHINCHA;01;25412;0008;3;ROSA;2;BAJO INVERNADERO;1;1,5;1,5;85000;170000;BOUQUET;6664;25;1;99;1;1;1;1;SI;1,5; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;900;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;216;LITRO;VERDE;144;KILOGRAMO;VERDE; ; ; ; ; ;ROSA; ; ; ;6664;TOTAL NACIONAL;0
17045063000993497;PICHINCHA;63;00099;3497;1;ROSA;1;BAJO INVERNADERO;8;18;17;1228839;18649374;TABACO;63546;270; ;100;1;1;1;1;SI;18; ; ; ;100; ; ;SI;SI; ; ;1082000;KILOGRAMO; ; ;SI;178180;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;1259,97;LITRO;VERDE;3594,24;LITRO;VERDE; ; ; ; ; ;ROSA; ;63546; ; ;TOTAL NACIONAL;1
17045463000993498;PICHINCHA;63;00099;3498;1;ROSA;1;BAJO INVERNADERO;8;8,87;8,87;605477;6600000;FULL TABACO;12000;500;15;85;1;1;1;1;SI;8,87; ; ; ;100; ; ;SI;SI;18900;KILOGRAMO;4320;KILOGRAMO; ; ;SI;11;TONELADA;22;TONELADA;17;TONELADA; ; ;SI;SI;500;LITRO;SI;7;LITRO;AMARILLO;200;KILOGRAMO;AMARILLO;280;LITRO;AMARILLO; ; ; ; ; ;ROSA;12000; ; ; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;1;LIMONIUM - STATICE;4;BAJO INVERNADERO;6;6;6;294000;8000000;BOUQUET;666666;12; ;100;1;2;1;2;SI;6; ; ; ;100; ; ;SI;SI; ; ;277,2;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;LIMONIUM - STATICE; ; ; ;666666;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;2;OTRAS FLORES PERMANENTES;5;CAMPO ABIERTO;1;4,22;4,22;105500;1055000;BONCHE;42200;25; ;100;1;2;1;2;SI;4,22; ; ; ;100; ; ;SI;SI; ; ;195;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ;42200; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;3;LIMONIUM - STATICE;9;BAJO INVERNADERO;2;,3;,3;14000;611000;BONCHE;24440;25; ;100;1;2;1;2;SI;,3; ; ; ;100; ; ;SI;SI; ; ;13,9;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;LIMONIUM - STATICE; ; ;24440; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;4;GYSOPHILLA;10;CAMPO ABIERTO;2;102,4;102,4;7669000;16500000;BONCHE;660000;25; ;100;1;2;1;2;SI;102,4; ; ; ;100; ; ;SI;SI; ; ;4730,9;KILOGRAMO; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;GYSOPHILLA; ; ;660000; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;5;OTRAS FLORES PERMANENTES;13;CAMPO ABIERTO;1;,79;,79;39200;696000;BOUQUET;69600;10; ;100;1;2;1;2;SI;,79; ; ; ;100; ; ;SI;SI; ; ;36,5;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;69600;TOTAL NACIONAL;1
17045463000993508;PICHINCHA;63;00099;3508;1;ROSA;1;BAJO INVERNADERO;18;39;33;2554092;34217000;BONCHE;1368680;25; ;100;1;1;1;1;SI;39; ; ; ;100; ; ;SI;SI; ; ;184;KILOGRAMO; ; ;SI; ; ;261000;KILOGRAMO;33000;KILOGRAMO;118000;KILOGRAMO;SI;NO; ; ;SI;392;LITRO;AMARILLO;1843;LITRO;AMARILLO;170;LIBRA;AZUL; ; ; ; ; ;ROSA; ; ;1368680; ;TOTAL NACIONAL;1
17045063000993531;PICHINCHA;63;00099;3531;1;ROSA;1;BAJO INVERNADERO;18;3,7;3,7;300000;3000000;BONCHE;114000;25; ;100;1;1;1;1;SI;3,7; ; ; ;100; ; ;SI;SI;6600;QUINTAL;24000;QUINTAL; ; ;SI;600;KILOGRAMO;1800;KILOGRAMO; ; ;9936;KILOGRAMO;SI;NO; ; ;SI;4;LIBRA;AZUL;24;LITRO;AMARILLO;24;LITRO;AMARILLO;192;LITRO;AMARILLO; ; ;ROSA; ; ;114000; ;TOTAL NACIONAL;1
17045463000993532;PICHINCHA;63;00099;3532;1;ROSA;1;BAJO INVERNADERO;27;16;16;1100000;11381997;TABACO;59127;175; ;100;1;1;1;1;SI;16; ; ; ;100; ; ;SI;SI; ; ;1600;TONELADA; ; ;SI; ; ;2400;KILOGRAMO; ; ; ; ;SI;SI;3,32;LITRO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ROSA; ;59127; ; ;TOTAL NACIONAL;1
17045463000993533;PICHINCHA;63;00099;3533;1;ROSA;1;BAJO INVERNADERO;20;12;10;905100;9180000;BONCHE;367200;25; ;100;1;1;1;1;SI;12; ; ; ;100; ; ;SI;SI; ; ; ; ;28000;LITRO;SI; ; ;40000;KILOGRAMO;11000;KILOGRAMO;11000;KILOGRAMO;SI;SI;1500;KILOGRAMO;SI;40;KILOGRAMO;VERDE; ; ; ;844,7;KILOGRAMO;VERDE; ; ; ;40; ;ROSA; ; ;367200; ;TOTAL NACIONAL;1
17045063000993536;PICHINCHA;63;00099;3536;1;ROSA;1;BAJO INVERNADERO;26;1,99;1,99;155417;1087919;BONCHE;33818;25; ;100;1;1;1;1;SI;1,99; ; ; ;100; ; ;SI;SI;248,75;KILOGRAMO; ; ; ; ;SI;5802,84;KILOGRAMO;6023,73;KILOGRAMO;179,1;KILOGRAMO; ; ;SI;SI;10,94;LITRO;SI; ; ; ;11,38;LITRO;AMARILLO;58,98;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;33818; ;TOTAL NACIONAL;1
17045063000993536;PICHINCHA;63;00099;3536;2;ROSA;2;BAJO INVERNADERO;19;6,33;6,33;494366;3460567;BONCHE;126657;25; ;100;1;1;1;1;SI;6,33; ; ; ;100; ; ;SI;SI;791,25;KILOGRAMO; ; ; ; ;SI;18458,28;KILOGRAMO;19160,91;KILOGRAMO;569,7;KILOGRAMO; ; ;SI;SI;34,81;LITRO;SI; ; ; ;36,2;LITRO;AMARILLO;187,62;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;126657; ;TOTAL NACIONAL;1
17045063000993536;PICHINCHA;63;00099;3536;3;ROSA;3;BAJO INVERNADERO;14;2,07;2,07;161664;1131654;BONCHE;41419;25; ;100;1;1;1;1;SI;2,07; ; ; ;100; ; ;SI;SI;258,75;KILOGRAMO;0; ; ; ;SI;6036,12;KILOGRAMO;6265,89;KILOGRAMO;186,3;KILOGRAMO; ; ;SI;SI;11,38;LITRO;SI; ; ; ;11,84;LITRO;AMARILLO;61,35;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;41419; ;TOTAL NACIONAL;1
17045063000993536;PICHINCHA;63;00099;3536;4;ROSA;4;BAJO INVERNADERO;9;2,15;2,15;167912;1175390;BONCHE;43019;25; ;100;1;1;1;1;SI;2,15; ; ; ;100; ; ;SI;SI;268,75;KILOGRAMO; ; ; ; ;SI;6269,4;KILOGRAMO;6508,05;KILOGRAMO;193,5;KILOGRAMO; ; ;SI;SI;11,82;LITRO;SI; ; ; ;12,29;LITRO;AMARILLO;63,72;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;43019; ;TOTAL NACIONAL;1
17045063000993536;PICHINCHA;63;00099;3536;5;ROSA;5;BAJO INVERNADERO;4;1,19;1,19;92937;650565;BONCHE;23811;25; ;100;1;1;1;1;SI;1,19; ; ; ;100; ; ;SI;SI;148,75;KILOGRAMO; ; ; ; ;SI;3470,04;KILOGRAMO;3602,13;KILOGRAMO;107,2;KILOGRAMO; ; ;SI;SI;6,54;LITRO;SI; ; ; ;6,8;LITRO;AMARILLO;35,27;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;23811; ;TOTAL NACIONAL;1
17016363000993541;PICHINCHA;63;00099;3541;1;GYSOPHILLA;1;CAMPO ABIERTO;1;,45;,45;27000;264000;BONCHE;33000;8; ;100;1;1;1;1;SI;,45; ; ; ;100; ; ;SI;SI;1500;KILOGRAMO; ; ;50;LITRO;SI;150;KILOGRAMO;660;KILOGRAMO;144;KILOGRAMO;360;KILOGRAMO;SI;SI;20;LITRO;SI;12;LITRO;AMARILLO;24;LITRO;AMARILLO;24;LITRO;NO SABE; ; ; ; ; ;GYSOPHILLA; ; ;33000; ;TOTAL NACIONAL;1
17045463000993558;PICHINCHA;63;00099;3558;1;ROSA;1;BAJO INVERNADERO;27;23;23;1573000;17189193;TABACO;89299;175; ;100;1;1;1;1;SI;23; ; ; ;100; ; ;SI;SI; ; ;2300;TONELADA; ; ;SI; ; ;3450;KILOGRAMO; ; ; ; ;SI;SI;4,78;LITRO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ROSA; ;89299; ; ;TOTAL NACIONAL;1
17045463000993564;PICHINCHA;63;00099;3564;1;ROSA;1;BAJO INVERNADERO;12;4,7;4,7;332350;3997765;BONCHE;140721;25;12;88;1;1;1;1;SI;4,7; ; ; ;100; ; ;SI;SI; ; ;220000;KILOGRAMO; ; ;SI;35301,6;KILOGRAMO; ; ; ; ; ; ;SI;SI;6335,49;LITRO;SI; ; ; ;41,46;KILOGRAMO;AZUL;290,28;KILOGRAMO;AZUL;331,75;LITRO;AZUL; ; ;ROSA; ; ;140721; ;TOTAL NACIONAL;1
17045463000993564;PICHINCHA;63;00099;3564;2;ROSA;2;BAJO INVERNADERO;5;3,8;3,8;385670;3232235;BONCHE;113775;25;12;88;1;1;1;1;SI;3,8; ; ; ;100; ; ;SI;SI; ; ;216000;KILOGRAMO; ; ;SI;28543,2;KILOGRAMO; ; ; ; ; ; ;SI;SI;5122,31;LITRO;SI; ; ; ;33,54;KILOGRAMO;AZUL;234,72;KILOGRAMO;AZUL;268,25;LITRO;AZUL; ; ;ROSA; ; ;113775; ;TOTAL NACIONAL;1
17045063000993565;PICHINCHA;63;00099;3565;1;ROSA;1;BAJO INVERNADERO;18;13,72;13,72;1097467;10354549;BONCHE;364480;25; ;100;1;1;1;1;SI;13,72; ; ; ;100; ; ;SI;SI; ; ;460124,4;KILOGRAMO;41000;LITRO;SI; ; ;3026,3;KILOGRAMO;1618,5;KILOGRAMO;14825,7;KILOGRAMO;SI;SI;1332;KILOGRAMO;SI; ; ; ;534;KILOGRAMO;AZUL;456;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ;364480; ;TOTAL NACIONAL;1
17045063000993567;PICHINCHA;63;00099;3567;1;ROSA;1;BAJO INVERNADERO;9;11;11;850000;11900000;BOUQUET;942083;12; ;100;1;1;1;1;SI;11; ; ; ;100; ; ;SI;SI; ; ;836880;KILOGRAMO; ; ;SI;32756;KILOGRAMO;59840,55;KILOGRAMO;4027,1;KILOGRAMO;4153,6;KILOGRAMO;SI;SI;345,4;LITRO;SI; ; ; ;198;KILOGRAMO;AZUL;216,1;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ; ;942083;TOTAL NACIONAL;1
17045063000993567;PICHINCHA;63;00099;3567;2;ROSA;2;BAJO INVERNADERO;9;7;7;540944;7573216;BOUQUET;599546;12; ;100;1;1;1;1;SI;7; ; ; ;100; ; ;SI;SI; ; ;532560;KILOGRAMO; ; ;SI;33575;KILOGRAMO;38080;KILOGRAMO;2562,7;KILOGRAMO;2643,2;KILOGRAMO;SI;SI;219,8;LITRO;SI; ; ; ;126;KILOGRAMO;AZUL;137,7;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ; ;599546;TOTAL NACIONAL;1
17045063000993567;PICHINCHA;63;00099;3567;3;ROSA;3;BAJO INVERNADERO;9;2;2;109475;1532650;BOUQUET;121335;12; ;100;1;1;1;1;SI;2; ; ; ;100; ; ;SI;SI; ; ;152160;KILOGRAMO; ; ;SI;9592;KILOGRAMO;10880,1;KILOGRAMO;732,2;KILOGRAMO;755,2;KILOGRAMO;SI;SI;62,8;LITRO;SI; ; ; ;36;KILOGRAMO;AZUL;39,2;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ; ;121335;TOTAL NACIONAL;1
17025163000993568;PICHINCHA;63;00099;3568;1;ROSA;1;BAJO INVERNADERO;37;5,6;5,6;448000;6000000;BONCHE;211200;25; ;100;1;1;1;1;SI;5,6; ; ; ;100; ; ;SI;SI;2800;KILOGRAMO; ; ; ; ;SI;110000,8;KILOGRAMO; ; ; ; ; ; ;SI;SI;99,96;LITRO;SI; ; ; ;55,33;LITRO;AZUL;32,15;LITRO;AMARILLO;26,88;LITRO;AMARILLO; ; ;ROSA; ; ;211200; ;TOTAL NACIONAL;1
17025163000993568;PICHINCHA;63;00099;3568;2;ROSA;2;BAJO INVERNADERO;33;2,4;2,4;192000;2000000;BONCHE;70400;25; ;100;1;1;1;1;SI;2,4; ; ; ;100; ; ;SI;SI;1200;KILOGRAMO; ; ; ; ;SI;47143,2;KILOGRAMO; ; ; ; ; ; ;SI;SI;42,84;LITRO;SI; ; ; ;23,71;LITRO;AZUL;13,78;LITRO;AMARILLO;11,52;LITRO;AMARILLO; ; ;ROSA; ; ;70400; ;TOTAL NACIONAL;1
17025163000993568;PICHINCHA;63;00099;3568;3;ROSA;3;BAJO INVERNADERO;35;6,4;6,4;512000;5500000;BONCHE;193600;25; ;100;1;1;1;1;SI;6,4; ; ; ;100; ; ;SI;SI;3200;KILOGRAMO; ; ; ; ;SI;125715,2;KILOGRAMO; ; ; ; ; ; ;SI;SI;114,24;LITRO;SI; ; ; ;63,23;LITRO;AZUL;36,74;LITRO;AMARILLO;30,72;LITRO;AMARILLO; ; ;ROSA; ; ;193600; ;TOTAL NACIONAL;1
17025163000993568;PICHINCHA;63;00099;3568;4;ROSA;4;BAJO INVERNADERO;38;5,1;5,1;408000;4500000;BONCHE;158400;25; ;100;1;1;1;1;SI;5,1; ; ; ;100; ; ;SI;SI;2550;KILOGRAMO; ; ; ; ;SI;100179,3;KILOGRAMO; ; ; ; ; ; ;SI;SI;91,03;LITRO;SI; ; ; ;50,39;LITRO;AZUL;29,28;LITRO;AMARILLO;24,48;LITRO;AMARILLO; ; ;ROSA; ; ;158400; ;TOTAL NACIONAL;1
17045063000993571;PICHINCHA;63;00099;3571;1;ROSA;1;BAJO INVERNADERO;4;2,67;2,67;260000;2860000;FULL TABACO;9247;300;95;5;1;1;1;1;SI;2,67; ; ; ;100; ; ;SI;SI; ; ;1335;KILOGRAMO; ; ;SI;416;KILOGRAMO;1500;KILOGRAMO;950;KILOGRAMO;780;KILOGRAMO;SI;SI;104;LITRO;SI;20;LITRO;AZUL;234;LITRO;AZUL;182;LITRO;AMARILLO; ; ; ; ; ;ROSA;9247; ; ; ;TOTAL NACIONAL;1
17045063000993571;PICHINCHA;63;00099;3571;2;ROSA;3;BAJO INVERNADERO;4;1;1;100000;1100000;FULL TABACO;3557;300;95;5;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;500;KILOGRAMO; ; ;SI;150;KILOGRAMO;500;KILOGRAMO;365;KILOGRAMO;300;KILOGRAMO;SI;SI;40;LITRO;SI;8;LITRO;AZUL;90;LITRO;AZUL;70;LITRO;AMARILLO; ; ; ; ; ;ROSA;3557; ; ; ;TOTAL NACIONAL;1
17025163000993575;PICHINCHA;63;00099;3575;1;OTRAS FLORES PERMANENTES;3;CAMPO ABIERTO;0;,15; ;35000; ; ; ; ; ; ;1;2;2;2;SI;,15; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1;TONELADA; ; ; ; ;,4;TONELADA;SI;NO; ; ;SI;,75;LITRO;AZUL;1;LITRO;AZUL;20;KILOGRAMO;AMARILLO;2;KILOGRAMO;AMARILLO; ; ;OTRAS FLORES PERMANENTES; ; ; ; ;TOTAL NACIONAL;1
17045063000993586;PICHINCHA;63;00099;3586;1;ROSA;1;BAJO INVERNADERO;5;52;52;3929796;37442016;TABACO;127580;270; ;100;1;1;1;1;SI;52; ; ; ;100; ; ;SI;SI; ; ;4032000;KILOGRAMO; ; ;SI;856527;KILOGRAMO; ; ; ; ; ; ;SI;SI;1248;LITRO;SI; ; ; ;3631,68;LITRO;VERDE;10383,36;LITRO;VERDE; ; ; ; ; ;ROSA; ;127580; ; ;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;1;OTRAS FLORES PERMANENTES;4;CAMPO ABIERTO;2;,08;,08;5975;59750;BOUQUET;56762;1; ;100;1;1;1;1;SI;,08; ; ; ;100; ; ;SI;SI; ; ;175,54;KILOGRAMO; ; ;SI;624,91;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;2,31;LITRO;VERDE;2,31;KILOGRAMO;VERDE; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;56762;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;2;LIMONIUM - STATICE;6;BAJO INVERNADERO;2;,75;,75;27908;227820;BOUQUET;72143;3; ;100;1;1;1;1;SI;,75; ; ; ;100; ; ;SI;SI; ; ;1645,69;KILOGRAMO; ; ;SI;5858,52;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;21,7;LITRO;VERDE;21,7;KILOGRAMO;VERDE; ; ; ; ; ;LIMONIUM - STATICE; ; ; ;72143;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;3;LIMONIUM - STATICE;12;BAJO INVERNADERO;2;1,8;1,8;66980;546775;BOUQUET;173145;3; ;100;1;1;1;1;SI;1,8; ; ; ;100; ; ;SI;SI; ; ;3949,67;KILOGRAMO; ; ;SI;14060,46;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;52,1;LITRO;VERDE;52,1;KILOGRAMO;VERDE; ; ; ; ; ;LIMONIUM - STATICE; ; ; ;173145;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;4;OTRAS FLORES PERMANENTES;13;CAMPO ABIERTO;2;,04;,04;2965;29650;BOUQUET;28167;1; ;100;1;1;1;1;SI;,04; ; ; ;100; ; ;SI;SI; ; ;877,7;KILOGRAMO; ; ;SI;312,45;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;1,15;LITRO;VERDE;1,15;KILOGRAMO;VERDE; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;28167;TOTAL NACIONAL;1
17015263000993595;PICHINCHA;63;00099;3595;1;ROSA;1;BAJO INVERNADERO;18;10,5;10,5;769000;10400000;FULL TABACO;23660;400;9;91;1;1;1;1;SI;10,5; ; ; ;100; ; ;SI;SI; ; ;1260;TONELADA; ; ;SI;58371,04;KILOGRAMO; ; ; ; ; ; ;SI;SI;250;LITRO;SI; ; ; ;624;LITRO;VERDE;1664;LITRO;AZUL;490;LITRO;VERDE; ; ;ROSA;23660; ; ; ;TOTAL NACIONAL;1
