Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ct_numl;rc_clacul;ct_numt;ct_k504;ct_k505;ct_prepa_suelo;ct_k506;ct_k507;ct_k508;ct_k509;ct_k510ha;ct_k511ha;ct_k512;ct_k516;ct_k517;ct_k518;ct_k520;ct_afecta_prod;ct_k522;ct_k523;ct_k524;ct_k526;ct_venmernac;ct_venmerint;ct_vencenacop;ct_rdproven1;ct_rdproven2;ct_rdproven3;ct_rdproven4;ct_rdproven5;ct_rdproven6;ct_sdrenaje;ct_psdrenaje;ct_presueuti;ct_riego;ct_superf_regada_ha;ct_porc_surc;ct_porc_aspe;ct_porc_micr;ct_porc_gote;ct_porc_nebu;ct_porc_otro;ct_aferti;ct_forg;ct_cant1_fo;ct_umed1_fo;ct_cant2_fo;ct_umed2_fo;ct_cant3_fo;ct_umed3_fo;ct_fqui;ct_cantidad_npk_fq;ct_umed_npk_fq;ct_cantidad_nit_fq;ct_umed_nit_fq;ct_cantidad_fq;ct_umed_fq;ct_cantidad_pot_fq;ct_umed_pot_fq;ct_apliplagui;ct_porg;ct_cantidad_po;ct_umed_po;ct_pqui;ct_cantidad_her_pq;ct_umed_her_pq;ct_color_her_pq;ct_cantidad_ins_pq;ct_umed_ins_pq;ct_color_ins_pq;ct_cantidad_fun_pq;ct_umed_fun_pq;ct_color_fun_pq;ct_cantidad_pq;ct_umed_pq;ct_color_pq;ct_trabocacont;ct_trabfami;ct_piensasem_int;ct_supersem_int;ct_supersemha_int;ct_messiem_int;ct_condcult_int;ct_codcultiv1_int;ct_codcultiv2_int;ct_prod;ct_nclavr;ct_trs;ct_trc;ct_tro;ct_znd;ct_tn;superdida;ct_sequia;ct_helada;ct_plagas;ct_enfermedades;ct_inundacion;ct_otra;ct_secomun;ct_semejorada;ct_secertificada;ct_sehibrinac;ct_sehibrinter;ct_sriego;su_fertilizada;su_plaguicidas;Ventas;ct_nuevacondicion;fact_exp_fin
13125003017030041;MANABÍ;03;01703;0041;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;1;7;25;9;1;1; ;80;QUINTAL;100;GRANO SECO;1;80;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;SI;1; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO;500;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;VERDE;,5;LITRO;AMARILLO;,25;LITRO;AMARILLO; ; ; ; ; ;1;2;2;JULIO;1;MAIZ DURO SECO (GRANO SECO); ;3,63636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1; ; ; ; ;1;1;1;3,63636363636364;SOLO;36,1006797498581
13125003017030043;MANABÍ;03;01703;0043;1;ARROZ;1;1; ;1;2;9;24;1;14;14; ;960;QUINTAL;100;PILADO;6;950;QUINTAL;100;PILADO;100; ;1;10; ; ; ; ; ;2; ;1;SI;14;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;5600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;14;LITRO;AMARILLO;7;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;14;14;ENERO;1;ARROZ; ;69,3818181818182;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;14; ; ; ;14;14;14;68,6590909090909;SOLO;18,2151115060412
13125003017030043;MANABÍ;03;01703;0043;2;ARROZ;1;1; ;1;2;5;25;9;14;14; ;980;QUINTAL;100;PILADO;6;980;QUINTAL;100;PILADO;100; ;1; ; ; ; ; ; ;2; ;1;SI;14;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;5600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;14;LITRO;AMARILLO;7;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;14;14;SEPTIEMBRE;1;ARROZ; ;70,8272727272727;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;14; ; ; ;14;14;14;70,8272727272727;SOLO;18,2151115060412
13125003017030045;MANABÍ;03;01703;0045;1;ARROZ;1;1; ;2;2;9;24;1;3;3; ;160;QUINTAL;100;PILADO;2;150;QUINTAL;100;PILADO;100; ;2;10; ; ; ; ; ;2; ;2;SI;3;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;5;LITRO;AMARILLO;4;LITRO;AMARILLO; ;0;0; ; ; ; ; ;1;3;3;MAYO;1;ARROZ; ;11,5636363636364;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;3; ; ; ;3;3;3;10,8409090909091;SOLO;84,2349194163355
13125003017030045;MANABÍ;03;01703;0045;2;ARROZ;1;1; ;2;2;5;25;9;3;3; ;160;QUINTAL;100;PILADO;2;160;QUINTAL;100;PILADO;100; ;2; ; ; ; ; ; ;2; ;2;SI;3;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;5;LITRO;AMARILLO;4;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;3;3;SEPTIEMBRE;1;ARROZ; ;11,5636363636364;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;3; ; ; ;3;3;3;11,5636363636364;SOLO;84,2349194163355
13125003017030046;MANABÍ;03;01703;0046;1;ARROZ;1;1; ;1;1;11;24;2;,6703;,6703; ;75;QUINTAL;100;PILADO;4;70;QUINTAL;100;PILADO;100; ;2;4; ; ; ;1; ;2; ;1;SI;,6703;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,5;LITRO;AZUL;3,5;LITRO;AZUL; ; ; ; ; ; ;12; ;1;,95;,6703;NOVIEMBRE;1;ARROZ; ;5,42045454545455;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;5,05909090909091;SOLO;78,1115132819989
13125003017030046;MANABÍ;03;01703;0046;2;ARROZ;1;1; ;1;1;6;25;10;,6703;,6703; ;95;QUINTAL;100;PILADO;4;95;QUINTAL;100;PILADO;100; ;2; ; ; ; ; ; ;2; ;1;SI;,6703;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,5;LITRO;AZUL;3,5;LITRO;AZUL; ; ; ; ; ; ;12; ;1;,95;,6703;JUNIO;1;ARROZ; ;6,86590909090909;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;6,86590909090909;SOLO;78,1115132819989
13125003017030047;MANABÍ;03;01703;0047;1;ARROZ;1;1; ;1;1;11;24;2;,6703;,6703; ;80;SACA;210;EN CASCARA;4;79;SACA;210;EN CASCARA;100; ;2; ; ; ; ;1; ;2; ;1;SI;,6703;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,5;LITRO;AZUL;3,5;LITRO;AZUL; ; ; ; ; ; ;12; ;1;,95;,6703;JUNIO;1;ARROZ; ;7,63636363636364;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;7,54090909090909;SOLO;82,360648501745
13125003017030047;MANABÍ;03;01703;0047;2;ARROZ;1;1; ;1;1;6;25;10;,6703;,6703; ;50;SACA;210;EN CASCARA;2;50;SACA;210;EN CASCARA;100; ;2; ; ; ; ; ; ;2; ;1;SI;,6703;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,5;LITRO;AZUL;3,5;LITRO;AZUL; ; ; ; ; ; ;12; ;1;,95;,6703;NOVIEMBRE;1;ARROZ; ;4,77272727272727;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;4,77272727272727;SOLO;82,360648501745
13125003017030048;MANABÍ;03;01703;0048;1;ARROZ;1;1; ;1;1;11;24;2;,6703;,6703; ;75;SACA;220;EN CASCARA;2;60;SACA;220;EN CASCARA;100; ;2;14; ; ; ;1; ;2; ;1;SI;,6703;100; ; ; ; ; ;SI;SI; ; ; ; ;3;LITRO;SI;250;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,5;LITRO;AZUL;4;LITRO;AZUL; ; ; ; ; ; ;13; ;1;,95;,6703;JUNIO;1;ARROZ; ;7,5;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;6;SOLO;77,3155320287132
13125003017030048;MANABÍ;03;01703;0048;2;ARROZ;1;1; ;1;1;6;25;10;,6703;,6703; ;77;SACA;220;EN CASCARA;2;77;SACA;220;EN CASCARA;100; ;2; ; ; ; ; ; ;2; ;1;SI;,6703;100; ; ; ; ; ;SI;SI; ; ; ; ;3;LITRO;SI;250;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,5;LITRO;AZUL;4;LITRO;AZUL; ; ; ; ; ; ;13; ;1;,95;,6703;NOVIEMBRE;1;ARROZ; ;7,7;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;7,7;SOLO;77,3155320287132
13125003017030049;MANABÍ;03;01703;0049;1;ARROZ;1;1; ;1;1;10;24;1;,6703;,6703; ;76;SACA;220;EN CASCARA;4;70;SACA;220;EN CASCARA;100; ;2;5; ; ; ;1; ;2; ;1;SI;,6703;100; ; ; ; ; ;SI;SI; ; ; ; ;4;LITRO;SI;150;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AZUL;4;LITRO;AZUL; ; ; ; ; ; ;13; ;1;,95;,6703;OCTUBRE;1;ARROZ; ;7,6;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;7;SOLO;67,7988738092819
13125003017030049;MANABÍ;03;01703;0049;2;ARROZ;1;1; ;1;1;5;25;9;,6703;,6703; ;78;SACA;220;EN CASCARA;4;78;SACA;220;EN CASCARA;100; ;2; ; ; ; ; ; ;2; ;1;SI;,6703;100; ; ; ; ; ;SI;SI; ; ; ; ;4;LITRO;SI;150;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AZUL;4;LITRO;AZUL; ; ; ; ; ; ;13; ;1;,95;,6703;MAYO;1;ARROZ; ;7,8;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;7,8;SOLO;67,7988738092819
13125003017030050;MANABÍ;03;01703;0050;1;ARROZ;1;1; ;1;1;10;24;1;,6703;,6703; ;55;QUINTAL;100;PILADO;4;55;QUINTAL;100;PILADO;100; ;2; ; ; ; ; ; ;2; ;6;SI;,6703;100; ; ; ; ; ;SI;SI; ; ; ; ;4;LITRO;SI;250;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,5;LITRO;AZUL;3;LITRO;AZUL; ; ; ; ; ; ;12; ;1;,95;,6703;OCTUBRE;1;ARROZ; ;3,975;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;3,975;SOLO;96,8990119808762
13125003017030050;MANABÍ;03;01703;0050;2;ARROZ;1;1; ;1;1;5;25;9;,6703;,6703; ;60;QUINTAL;100;PILADO;4;59;QUINTAL;100;PILADO;100; ;2; ; ; ; ;1; ;2; ;6;SI;,6703;100; ; ; ; ; ;SI;SI; ; ; ; ;4;LITRO;SI;250;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,5;LITRO;AZUL;3;LITRO;AZUL; ; ; ; ; ; ;12; ;1;,95;,6703;MAYO;1;ARROZ; ;4,33636363636364;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6703; ; ; ; ;,6703;,6703;,6703;4,26409090909091;SOLO;96,8990119808762
13125003017030051;MANABÍ;03;01703;0051;1;MAIZ DURO SECO (GRANO SECO);1;1; ;2;1;9;24;1;1,85;1,85; ;72;SACA;220;GRANO SECO;2;50;SACA;220;GRANO SECO;100; ;2;21; ; ; ;1; ;2; ;1;SI;1,85;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1,85;1,85;FEBRERO;1;MAIZ DURO SECO (GRANO SECO); ;7,2;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,85; ; ; ; ;1,85;1,85;1,85;5;SOLO;80,9480399332449
13125003017030051;MANABÍ;03;01703;0051;2;MAIZ DURO SECO (GRANO SECO);1;1; ;2;1;5;25;8;1,85;1,85; ;70;SACA;220;GRANO SECO;2;70;SACA;220;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;1;SI;1,85;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1,85;1,85;SEPTIEMBRE;1;MAIZ DURO SECO (GRANO SECO); ;7;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,85; ; ; ; ;1,85;1,85;1,85;7;SOLO;80,9480399332449
13125003017030052;MANABÍ;03;01703;0052;1;ARROZ;1;1; ;2;1;9;24;1;,7056;,7056; ;70;SACA;220;EN CASCARA;2;60;SACA;220;EN CASCARA;100; ;2;10; ; ; ; ; ;2; ;1;SI;,7056;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;7;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,7056; ; ; ; ;,7056;,7056;,7056;6;SOLO;85,5683579937387
13125003017030052;MANABÍ;03;01703;0052;2;ARROZ;1;1; ;2;1;5;25;9;,7056;,7056; ;70;SACA;220;EN CASCARA;2;70;SACA;220;EN CASCARA;100; ;2; ; ; ; ; ; ;2; ;1;SI;,7056;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;7;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,7056; ; ; ; ;,7056;,7056;,7056;7;SOLO;85,5683579937387
13125003017030053;MANABÍ;03;01703;0053;1;ARROZ;1;1; ;2;1;10;24;2;,7056;,7056; ;92;SACA;220;EN CASCARA;2;70;SACA;220;EN CASCARA;100; ;2;21; ; ; ;1; ;2; ;1;SI;,7056;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1;,7056;SEPTIEMBRE;1;ARROZ; ;9,2;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,7056; ; ; ; ;,7056;,7056;,7056;7;SOLO;86,9917172949991
13125003017030053;MANABÍ;03;01703;0053;2;ARROZ;1;1; ;2;1;4;25;7;,7056;,7056; ;80;SACA;220;EN CASCARA;2;80;SACA;220;EN CASCARA;100; ;2; ; ; ; ; ; ;2; ;1;SI;,7056;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1;,7056;OCTUBRE;1;ARROZ; ;8;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,7056; ; ; ; ;,7056;,7056;,7056;8;SOLO;86,9917172949991
13125003017030054;MANABÍ;03;01703;0054;1;MAIZ DURO SECO (GRANO SECO);1;1; ;2;1;9;24;5;1,65;1,65; ;70;SACA;220;GRANO SECO;2;70;SACA;220;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;1;SI;1,65;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1,65;1,65;MAYO;1;MAIZ DURO SECO (GRANO SECO); ;7;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,65; ; ; ; ;1,65;1,65;1,65;7;SOLO;81,239784875037
13125003017030054;MANABÍ;03;01703;0054;2;MAIZ DURO SECO (GRANO SECO);1;1; ;2;1;5;25;8;1,65;1,65; ;70;SACA;220;GRANO SECO;2;70;SACA;220;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;1;SI;1,65;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1,65;1,65;NOVIEMBRE;1;MAIZ DURO SECO (GRANO SECO); ;7;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,65; ; ; ; ;1,65;1,65;1,65;7;SOLO;81,239784875037
13125003017390001;MANABÍ;03;01739;0001;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,0513;1,0513; ;120;QUINTAL;100;GRANO SECO;3;120;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;,75;LITRO;VERDE;1;KILOGRAMO;AMARILLO; ; ; ; ; ;1;1,49;1,0513;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;5,45454545454545;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,0513; ; ; ;1,0513;1,0513;5,45454545454545;SOLO;36,7659011857666
13125003017390001;MANABÍ;03;01739;0001;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;3;1;25;6;1,1642;1,1642; ;150;QUINTAL;100;GRANO SECO;3;150;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;175;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;3;LITRO;VERDE;,75;LITRO;VERDE;1;KILOGRAMO;AMARILLO; ; ; ; ; ;1;1,65;1,1642;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;6,81818181818182;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,1642; ; ; ;1,1642;1,1642;6,81818181818182;SOLO;47,4711445130391
13125003017390002;MANABÍ;03;01739;0002;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,0513;1,0513; ;140;QUINTAL;100;GRANO SECO;3;140;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;175;KILOGRAMO;50;LITRO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;2;LITRO;VERDE;1;KILOGRAMO;AMARILLO; ; ; ; ; ;1;1,49;1,0513;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;6,36363636363636;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,0513; ; ; ;1,0513;1,0513;6,36363636363636;SOLO;51,723495318176
13125003017390003;MANABÍ;03;01739;0003;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,0513;1,0513; ;50;QUINTAL;100;GRANO SECO;3;50;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;225;KILOGRAMO;225;LIBRA; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;1;LITRO;VERDE;1;KILOGRAMO;VERDE; ; ; ; ; ;1;1,49;1,0513;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;2,27272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,0513; ; ; ;1,0513;1,0513;2,27272727272727;SOLO;42,6239347746988
13125003017390003;MANABÍ;03;01739;0003;2;MAIZ DURO SECO (GRANO SECO);3;1; ;1;3;1;25;6;1,1642;1,1642; ;36;QUINTAL;100;GRANO SECO;3;31;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;5; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;225;KILOGRAMO;225;LIBRA; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;1;LITRO;VERDE;1;KILOGRAMO;VERDE; ; ; ; ; ;1;1,65;1,1642;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;1,63636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,1642; ; ; ;1,1642;1,1642;1,40909090909091;SOLO;45,7447198612069
13125003017390004;MANABÍ;03;01739;0004;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,1572;1,1572; ;120;QUINTAL;100;GRANO SECO;3;115;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;5; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AZUL;2;LITRO;VERDE;1;KILOGRAMO;AZUL; ; ; ; ; ;1;1,64;1,1572;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;5,45454545454545;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,1572; ; ; ;1,1572;1,1572;5,22727272727273;SOLO;49,2168251720574
