Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cg_vive_predio_pr;cg_terredensm;cg_dista_pre_viv;cg_k100;cg_k101;cg_se_define;cg_k102;cg_segsoccam;cg_dispo_comp;cg_dispo_tlfint;cg_dispo_internet;cg_superficie;cg_unidadmedida;sup_ha;edad_rango;instrucción;grupo1;Productor
05045001148020009;COTOPAXI;01;14802;0009;SI;SI; ;MUJER;31;MESTIZO;NINGUNA;SI;NO;SI;SI;,4;HECTÁREAS;,4;entre 25 y 34 años;NINGUNA;Menor a 1 hectárea;2
05045001148020010;COTOPAXI;01;14802;0010;SI;SI; ;HOMBRE;85;INDÍGENA;NINGUNA;NO;NO;NO;NO;,3;HECTÁREAS;,3;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001148020011;COTOPAXI;01;14802;0011;SI;SI; ;MUJER;60;INDÍGENA;NINGUNA;NO;NO;NO;NO;,08;HECTÁREAS;,08;entre 55 y 64 años;NINGUNA;Menor a 1 hectárea;2
05045001148020012;COTOPAXI;01;14802;0012;NO; ;11;MUJER;27;INDÍGENA;PRIMARIA;NO;NO;NO;NO;,63;HECTÁREAS;,63;entre 25 y 34 años;PRIMARIA;Menor a 1 hectárea;2
05045001148029999;COTOPAXI;01;14802;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,29;HECTÁREAS;,29; No informa;NINGUNA;Menor a 1 hectárea;2
05045001153220001;COTOPAXI;01;15322;0001;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;117;HECTÁREAS;117; No informa;NINGUNA;De 100 hectáreas a menos de 200 hectáreas;2
05045001153229999;COTOPAXI;01;15322;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,09;HECTÁREAS;,09; No informa;NINGUNA;Menor a 1 hectárea;2
05045001153380003;COTOPAXI;01;15338;0003;NO; ;10;MUJER;81;INDÍGENA;NINGUNA;NO;NO;NO;NO;1,21;HECTÁREAS;1,21;65 años y más;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001153380004;COTOPAXI;01;15338;0004;NO; ;10;HOMBRE;82;INDÍGENA;NINGUNA;NO;NO;NO;NO;,78;HECTÁREAS;,78;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001153380005;COTOPAXI;01;15338;0005;SI;SI; ;MUJER;99;OTRO;NINGUNA;NO;NO;NO;NO;1,82;HECTÁREAS;1,82; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001153380007;COTOPAXI;01;15338;0007;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;15;HECTÁREAS;15; No informa;NINGUNA;De 10 hectáreas a menos de 20 hectáreas;2
05045001153380008;COTOPAXI;01;15338;0008;NO; ;10;MUJER;85;INDÍGENA;NINGUNA;NO;NO;NO;NO;,56;HECTÁREAS;,56;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001153389999;COTOPAXI;01;15338;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,25;HECTÁREAS;,25; No informa;NINGUNA;Menor a 1 hectárea;2
05045001154440005;COTOPAXI;01;15444;0005;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;117;HECTÁREAS;117; No informa;NINGUNA;De 100 hectáreas a menos de 200 hectáreas;2
05045001154440006;COTOPAXI;01;15444;0006;NO; ;2;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,35;HECTÁREAS;1,35; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001154440007;COTOPAXI;01;15444;0007;NO; ;2;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,3;HECTÁREAS;1,3; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001154449999;COTOPAXI;01;15444;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,88;HECTÁREAS;,88; No informa;NINGUNA;Menor a 1 hectárea;2
05045001157390001;COTOPAXI;01;15739;0001;SI;SI; ;HOMBRE;68;MESTIZO;PRIMARIA;NO;NO;NO;NO;,66;HECTÁREAS;,66;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001157390002;COTOPAXI;01;15739;0002;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,04;HECTÁREAS;1,04; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001157390003;COTOPAXI;01;15739;0003;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,08;HECTÁREAS;,08; No informa;NINGUNA;Menor a 1 hectárea;2
05045001157390004;COTOPAXI;01;15739;0004;NO; ;100;HOMBRE;55;MESTIZO;SUPERIOR;NO;SI;SI;SI;2,08;HECTÁREAS;2,08;entre 55 y 64 años;SUPERIOR;De 2 hectáreas a menos de 3 hectáreas;2
05045001157390007;COTOPAXI;01;15739;0007;SI;SI; ;MUJER;60;MESTIZO;PRIMARIA;NO;NO;NO;NO;,11;HECTÁREAS;,11;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
05045001157390008;COTOPAXI;01;15739;0008;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;2,67;HECTÁREAS;2,67; No informa;NINGUNA;De 2 hectáreas a menos de 3 hectáreas;2
05045001157390009;COTOPAXI;01;15739;0009;NO; ;5;MUJER;70;MESTIZO;NINGUNA;NO;NO;NO;NO;,15;HECTÁREAS;,15;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001157390011;COTOPAXI;01;15739;0011;NO; ;,05;HOMBRE;74;MESTIZO;PRIMARIA;NO;NO;NO;NO;,4;HECTÁREAS;,4;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001157390012;COTOPAXI;01;15739;0012;SI;SI; ;HOMBRE;63;MESTIZO;SECUNDARIA;NO;NO;NO;NO;1,15;HECTÁREAS;1,15;entre 55 y 64 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;2
05045001157390015;COTOPAXI;01;15739;0015;SI;SI; ;MUJER;38;MESTIZO;PRIMARIA;NO;NO;SI;SI;,07;HECTÁREAS;,07; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;2
05045001157390016;COTOPAXI;01;15739;0016;SI;SI; ;MUJER;28;MESTIZO;SECUNDARIA;NO;NO;SI;SI;,07;HECTÁREAS;,07;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
05045001157390018;COTOPAXI;01;15739;0018;NO; ;10;MUJER;99;OTRO;NINGUNA;NO;NO;NO;NO;,35;HECTÁREAS;,35; No informa;NINGUNA;Menor a 1 hectárea;2
05045001157390019;COTOPAXI;01;15739;0019;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,7;HECTÁREAS;,7; No informa;NINGUNA;Menor a 1 hectárea;2
05045001157390020;COTOPAXI;01;15739;0020;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1;HECTÁREAS;1; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001157399999;COTOPAXI;01;15739;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,18;HECTÁREAS;,18; No informa;NINGUNA;Menor a 1 hectárea;2
05045001158380005;COTOPAXI;01;15838;0005;SI;SI; ;HOMBRE;26;INDÍGENA;SECUNDARIA;NO;NO;NO;NO;,17;HECTÁREAS;,17;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
05045001158380006;COTOPAXI;01;15838;0006;SI;SI; ;HOMBRE;75;MESTIZO;NINGUNA;SI;NO;NO;NO;,14;HECTÁREAS;,14;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001158380007;COTOPAXI;01;15838;0007;NO; ;115;HOMBRE;37;MESTIZO;SECUNDARIA;NO;NO;NO;NO;,1;HECTÁREAS;,1; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;2
05045001158380008;COTOPAXI;01;15838;0008;SI;SI; ;HOMBRE;35;MESTIZO;SECUNDARIA;NO;SI;SI;SI;,07;HECTÁREAS;,07; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;2
05045001158380017;COTOPAXI;01;15838;0017;NO; ;3;HOMBRE;77;OTRO;NINGUNA;SI;NO;NO;NO;,2;HECTÁREAS;,2;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001158380018;COTOPAXI;01;15838;0018;NO; ;118;MUJER;32;MESTIZO;SECUNDARIA;NO;NO;NO;NO;,08;HECTÁREAS;,08;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
05045001158380019;COTOPAXI;01;15838;0019;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,7;HECTÁREAS;,7; No informa;NINGUNA;Menor a 1 hectárea;2
05045001158380020;COTOPAXI;01;15838;0020;NO; ;12;HOMBRE;77;MESTIZO;PRIMARIA;SI;NO;NO;NO;1,75;HECTÁREAS;1,75;65 años y más;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;2
05045001158380021;COTOPAXI;01;15838;0021;NO; ;120;HOMBRE;40;MESTIZO;PRIMARIA;NO;NO;NO;NO;,29;HECTÁREAS;,29; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;2
05045001158380025;COTOPAXI;01;15838;0025;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,35;HECTÁREAS;,35; No informa;NINGUNA;Menor a 1 hectárea;2
05045001158380031;COTOPAXI;01;15838;0031;NO; ;10;MUJER;44;MESTIZO;SUPERIOR;NO;NO;NO;NO;,17;HECTÁREAS;,17; entre 35 y 44años;SUPERIOR;Menor a 1 hectárea;2
05045001158380035;COTOPAXI;01;15838;0035;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,27;HECTÁREAS;,27; No informa;NINGUNA;Menor a 1 hectárea;2
05045001158389999;COTOPAXI;01;15838;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,72;HECTÁREAS;,72; No informa;NINGUNA;Menor a 1 hectárea;2
05045001159340003;COTOPAXI;01;15934;0003;NO; ;240;MUJER;40;MESTIZO;SECUNDARIA;NO;NO;NO;NO;,37;HECTÁREAS;,37; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;2
05045001159340005;COTOPAXI;01;15934;0005;NO; ;130;HOMBRE;48;MESTIZO;PRIMARIA;NO;NO;NO;NO;,36;HECTÁREAS;,36; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;2
05045001159340006;COTOPAXI;01;15934;0006;NO; ;125;HOMBRE;75;MESTIZO;PRIMARIA;NO;NO;NO;NO;1,1;HECTÁREAS;1,1;65 años y más;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;2
05045001159340007;COTOPAXI;01;15934;0007;NO; ;12;MUJER;75;MESTIZO;PRIMARIA;NO;NO;NO;NO;,26;HECTÁREAS;,26;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001159340010;COTOPAXI;01;15934;0010;NO; ;182;MUJER;52;MESTIZO;SECUNDARIA;NO;NO;NO;NO;1,16;HECTÁREAS;1,16; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;2
05045001159340013;COTOPAXI;01;15934;0013;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,38;HECTÁREAS;,38; No informa;NINGUNA;Menor a 1 hectárea;2
05045001159340014;COTOPAXI;01;15934;0014;NO; ;1;MUJER;30;MESTIZO;PRIMARIA;NO;NO;NO;NO;,26;HECTÁREAS;,26;entre 25 y 34 años;PRIMARIA;Menor a 1 hectárea;2
05045001159340015;COTOPAXI;01;15934;0015;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,13;HECTÁREAS;,13; No informa;NINGUNA;Menor a 1 hectárea;2
05045001159340016;COTOPAXI;01;15934;0016;NO; ;12;HOMBRE;69;MESTIZO;NINGUNA;NO;NO;NO;NO;,32;HECTÁREAS;,32;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001159340019;COTOPAXI;01;15934;0019;SI;SI; ;HOMBRE;43;MESTIZO;SUPERIOR;NO;SI;SI;SI;,22;HECTÁREAS;,22; entre 35 y 44años;SUPERIOR;Menor a 1 hectárea;2
05045001159340024;COTOPAXI;01;15934;0024;NO; ;160;MUJER;50;MESTIZO;NINGUNA;NO;NO;NO;NO;,42;HECTÁREAS;,42; entre 45 y 54años;NINGUNA;Menor a 1 hectárea;2
05045001159340025;COTOPAXI;01;15934;0025;NO; ;9;MUJER;80;MESTIZO;PRIMARIA;NO;NO;NO;NO;,4;HECTÁREAS;,4;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001159340026;COTOPAXI;01;15934;0026;NO; ;8;HOMBRE;50;MESTIZO;NINGUNA;NO;NO;NO;NO;,12;HECTÁREAS;,12; entre 45 y 54años;NINGUNA;Menor a 1 hectárea;2
05045001159349999;COTOPAXI;01;15934;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,6;HECTÁREAS;,6; No informa;NINGUNA;Menor a 1 hectárea;2
05045001161360003;COTOPAXI;01;16136;0003;SI;SI; ;MUJER;29;MESTIZO;POSGRADO;NO;SI;NO;SI;,01;HECTÁREAS;,01;entre 25 y 34 años;POSGRADO;Menor a 1 hectárea;2
05045001161360005;COTOPAXI;01;16136;0005;SI;SI; ;HOMBRE;38;MESTIZO;SECUNDARIA;NO;SI;SI;SI;,05;HECTÁREAS;,05; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;2
05045001161360006;COTOPAXI;01;16136;0006;NO; ;100;HOMBRE;46;MESTIZO;NINGUNA;NO;NO;NO;NO;,1;HECTÁREAS;,1; entre 45 y 54años;NINGUNA;Menor a 1 hectárea;2
05045001161360007;COTOPAXI;01;16136;0007;NO; ;100;HOMBRE;34;MESTIZO;PRIMARIA;NO;NO;NO;NO;,1;HECTÁREAS;,1;entre 25 y 34 años;PRIMARIA;Menor a 1 hectárea;2
05045001161360009;COTOPAXI;01;16136;0009;SI;SI; ;MUJER;31;MESTIZO;SECUNDARIA;NO;SI;NO;SI;,07;HECTÁREAS;,07;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
05045001161360012;COTOPAXI;01;16136;0012;NO; ;100;HOMBRE;48;MESTIZO;PRIMARIA;NO;NO;NO;NO;,28;HECTÁREAS;,28; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;2
05045001161360013;COTOPAXI;01;16136;0013;NO; ;100;HOMBRE;60;MESTIZO;PRIMARIA;NO;NO;NO;NO;,12;HECTÁREAS;,12;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
05045001161360015;COTOPAXI;01;16136;0015;SI;SI; ;MUJER;60;MESTIZO;SECUNDARIA;NO;NO;NO;NO;,05;HECTÁREAS;,05;entre 55 y 64 años;SECUNDARIA;Menor a 1 hectárea;2
05045001161360016;COTOPAXI;01;16136;0016;SI;SI; ;MUJER;50;MESTIZO;SECUNDARIA;NO;SI;SI;SI;,01;HECTÁREAS;,01; entre 45 y 54años;SECUNDARIA;Menor a 1 hectárea;2
05045001161360021;COTOPAXI;01;16136;0021;SI;SI; ;HOMBRE;67;MESTIZO;PRIMARIA;NO;NO;NO;NO;,4;HECTÁREAS;,4;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001161360023;COTOPAXI;01;16136;0023;SI;SI; ;HOMBRE;24;MESTIZO;SECUNDARIA;NO;SI;SI;SI;,1;HECTÁREAS;,1; entre 15 y 24 años;SECUNDARIA;Menor a 1 hectárea;2
05045001161360025;COTOPAXI;01;16136;0025;SI;SI; ;MUJER;55;MESTIZO;PRIMARIA;NO;NO;NO;NO;,25;HECTÁREAS;,25;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
05045001161360026;COTOPAXI;01;16136;0026;SI;SI; ;HOMBRE;34;MESTIZO;SECUNDARIA;NO;NO;NO;NO;,16;HECTÁREAS;,16;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
05045001161360027;COTOPAXI;01;16136;0027;SI;SI; ;HOMBRE;33;MESTIZO;SECUNDARIA;NO;SI;SI;SI;,15;HECTÁREAS;,15;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
05045001161360028;COTOPAXI;01;16136;0028;SI;SI; ;HOMBRE;32;MESTIZO;SECUNDARIA;NO;SI;SI;SI;,15;HECTÁREAS;,15;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
05045001161360029;COTOPAXI;01;16136;0029;SI;SI; ;HOMBRE;75;MESTIZO;PRIMARIA;NO;NO;NO;NO;,25;HECTÁREAS;,25;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001161360030;COTOPAXI;01;16136;0030;SI;NO;,01;HOMBRE;70;MESTIZO;NINGUNA;NO;NO;SI;SI;,3;HECTÁREAS;,3;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001161360031;COTOPAXI;01;16136;0031;NO; ;,02;HOMBRE;70;MESTIZO;NINGUNA;NO;NO;NO;NO;,25;HECTÁREAS;,25;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001161360032;COTOPAXI;01;16136;0032;NO; ;100;MUJER;99;OTRO;NINGUNA;NO;NO;NO;NO;,33;HECTÁREAS;,33; No informa;NINGUNA;Menor a 1 hectárea;2
05045001161360033;COTOPAXI;01;16136;0033;NO; ;100;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,12;HECTÁREAS;,12; No informa;NINGUNA;Menor a 1 hectárea;2
05045001161360034;COTOPAXI;01;16136;0034;NO; ;999;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,22;HECTÁREAS;,22; No informa;NINGUNA;Menor a 1 hectárea;2
05045001161369999;COTOPAXI;01;16136;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,6;HECTÁREAS;,6; No informa;NINGUNA;Menor a 1 hectárea;2
05045001164460008;COTOPAXI;01;16446;0008;NO; ;20;HOMBRE;60;INDÍGENA;PRIMARIA;NO;NO;NO;NO;1,02;HECTÁREAS;1,02;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;2
05045001164460010;COTOPAXI;01;16446;0010;NO; ;,6;HOMBRE;46;INDÍGENA;PRIMARIA;NO;NO;NO;NO;,44;HECTÁREAS;,44; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;2
05045001164460011;COTOPAXI;01;16446;0011;NO; ;5;MUJER;37;INDÍGENA;PRIMARIA;NO;NO;NO;NO;,06;HECTÁREAS;,06; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;2
05045001164460012;COTOPAXI;01;16446;0012;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;15,15;HECTÁREAS;15,15; No informa;NINGUNA;De 10 hectáreas a menos de 20 hectáreas;2
05045001164469999;COTOPAXI;01;16446;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,6;HECTÁREAS;1,6; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001167810002;COTOPAXI;01;16781;0002;NO; ;1;MUJER;57;MESTIZO;NINGUNA;NO;NO;NO;NO;,1;HECTÁREAS;,1;entre 55 y 64 años;NINGUNA;Menor a 1 hectárea;2
05045001167810003;COTOPAXI;01;16781;0003;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;6,1;HECTÁREAS;6,1; No informa;NINGUNA;De 5 hectáreas a menos de 10 hectáreas;2
05045001167810004;COTOPAXI;01;16781;0004;NO; ;130;HOMBRE;42;MESTIZO;NINGUNA;NO;NO;NO;NO;1,25;HECTÁREAS;1,25; entre 35 y 44años;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001167810007;COTOPAXI;01;16781;0007;NO; ;1;HOMBRE;60;MESTIZO;PRIMARIA;NO;NO;NO;NO;,45;HECTÁREAS;,45;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
05045001167810009;COTOPAXI;01;16781;0009;NO; ;1,5;HOMBRE;52;MESTIZO;NINGUNA;NO;NO;NO;NO;,26;HECTÁREAS;,26; entre 45 y 54años;NINGUNA;Menor a 1 hectárea;2
05045001167810011;COTOPAXI;01;16781;0011;NO; ;240;HOMBRE;56;MESTIZO;PRIMARIA;NO;NO;NO;NO;,26;HECTÁREAS;,26;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
05045001167810013;COTOPAXI;01;16781;0013;NO; ;,03;HOMBRE;83;MESTIZO;NINGUNA;NO;NO;NO;NO;,33;HECTÁREAS;,33;65 años y más;NINGUNA;Menor a 1 hectárea;2
05045001167810014;COTOPAXI;01;16781;0014;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,11;HECTÁREAS;,11; No informa;NINGUNA;Menor a 1 hectárea;2
05045001167810015;COTOPAXI;01;16781;0015;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,17;HECTÁREAS;,17; No informa;NINGUNA;Menor a 1 hectárea;2
05045001167819999;COTOPAXI;01;16781;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,14;HECTÁREAS;,14; No informa;NINGUNA;Menor a 1 hectárea;2
05045001168770001;COTOPAXI;01;16877;0001;NO; ;5;HOMBRE;36;MESTIZO;NINGUNA;NO;SI;SI;SI;1,39;HECTÁREAS;1,39; entre 35 y 44años;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001168770003;COTOPAXI;01;16877;0003;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;8,94;HECTÁREAS;8,94; No informa;NINGUNA;De 5 hectáreas a menos de 10 hectáreas;2
05045001168779999;COTOPAXI;01;16877;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,5;HECTÁREAS;1,5; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001174730001;COTOPAXI;01;17473;0001;NO; ;4;HOMBRE;55;INDÍGENA;NINGUNA;NO;NO;NO;NO;3;HECTÁREAS;3;entre 55 y 64 años;NINGUNA;De 3 hectáreas a menos de 5 hectáreas;2
05045001174730002;COTOPAXI;01;17473;0002;NO; ;2;MUJER;41;INDÍGENA;PRIMARIA;NO;NO;NO;NO;1,5;HECTÁREAS;1,5; entre 35 y 44años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;2
05045001174730006;COTOPAXI;01;17473;0006;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,5;HECTÁREAS;1,5; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001174730008;COTOPAXI;01;17473;0008;NO; ;4;MUJER;65;INDÍGENA;PRIMARIA;NO;NO;NO;NO;2,52;HECTÁREAS;2,52;65 años y más;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;2
05045001174739999;COTOPAXI;01;17473;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1;HECTÁREAS;1; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001177190003;COTOPAXI;01;17719;0003;NO; ;120;MUJER;30;MESTIZO;PRIMARIA;NO;NO;NO;NO;1,08;HECTÁREAS;1,08;entre 25 y 34 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;2
05045001177190006;COTOPAXI;01;17719;0006;NO; ;10;HOMBRE;46;MESTIZO;PRIMARIA;NO;NO;NO;NO;,9;HECTÁREAS;,9; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;2
05045001177190008;COTOPAXI;01;17719;0008;NO; ;,5;MUJER;70;MESTIZO;SECUNDARIA;NO;NO;NO;NO;2,88;HECTÁREAS;2,88;65 años y más;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;2
05045001177190009;COTOPAXI;01;17719;0009;NO; ;,5;HOMBRE;62;MESTIZO;NINGUNA;NO;NO;NO;NO;1,01;HECTÁREAS;1,01;entre 55 y 64 años;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001177190012;COTOPAXI;01;17719;0012;NO; ;14;HOMBRE;85;MESTIZO;PRIMARIA;NO;NO;NO;NO;,7;HECTÁREAS;,7;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001177190013;COTOPAXI;01;17719;0013;NO; ;125;MUJER;65;MESTIZO;PRIMARIA;NO;NO;NO;NO;,65;HECTÁREAS;,65;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001177190014;COTOPAXI;01;17719;0014;NO; ;120;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,75;HECTÁREAS;,75; No informa;NINGUNA;Menor a 1 hectárea;2
05045001177199999;COTOPAXI;01;17719;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,5;HECTÁREAS;,5; No informa;NINGUNA;Menor a 1 hectárea;2
05045001181119999;COTOPAXI;01;18111;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,16;HECTÁREAS;,16; No informa;NINGUNA;Menor a 1 hectárea;2
05045001184510002;COTOPAXI;01;18451;0002;NO; ;,06;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,89;HECTÁREAS;,89; No informa;NINGUNA;Menor a 1 hectárea;2
05045001184510005;COTOPAXI;01;18451;0005;NO; ;,01;HOMBRE;31;MESTIZO;SECUNDARIA;NO;NO;SI;NO;,42;HECTÁREAS;,42;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;2
05045001184510006;COTOPAXI;01;18451;0006;SI;SI; ;MUJER;42;MESTIZO;SECUNDARIA;SI;NO;SI;SI;,82;HECTÁREAS;,82; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;2
05045001184510007;COTOPAXI;01;18451;0007;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;1,24;HECTÁREAS;1,24; No informa;NINGUNA;De 1 hectárea a menos de 2 hectáreas;2
05045001184510008;COTOPAXI;01;18451;0008;NO; ;,05;HOMBRE;70;INDÍGENA;PRIMARIA;NO;NO;NO;NO;,35;HECTÁREAS;,35;65 años y más;PRIMARIA;Menor a 1 hectárea;2
05045001184510009;COTOPAXI;01;18451;0009;NO; ;1;HOMBRE;60;MESTIZO;PRIMARIA;NO;NO;NO;NO;,21;HECTÁREAS;,21;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
05045001184510010;COTOPAXI;01;18451;0010;NO; ;,03;MUJER;45;INDÍGENA;PRIMARIA;NO;NO;SI;NO;,26;HECTÁREAS;,26; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;2
05045001184519999;COTOPAXI;01;18451;9999;SI;SI; ;HOMBRE;99;OTRO;NINGUNA;NO;NO;NO;NO;,18;HECTÁREAS;,18; No informa;NINGUNA;Menor a 1 hectárea;2
05045001185460003;COTOPAXI;01;18546;0003;SI;SI; ;MUJER;39;MESTIZO;PRIMARIA;NO;NO;NO;NO;,05;HECTÁREAS;,05; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;2
05045001185460004;COTOPAXI;01;18546;0004;SI;SI; ;MUJER;58;MESTIZO;PRIMARIA;NO;NO;NO;NO;,11;HECTÁREAS;,11;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;2
