Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k409ha;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;pc_nclavr;pc_trs;pc_trc;pc_tro;pc_znd;pc_tn;Brachiaria;Gramalote;Pasto_miel;Saboya;Otros_pastos;Pasto_mixto;Total;fact_exp_fin
01015201172420002; AZUAY;01;17242;0002;2;PASTO MIXTO;3;1;,09;2; ;NO; ; ; ; ; ; ; ;SI;SI;10;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,09;,09;102,873640823224
01015201172420002; AZUAY;01;17242;0002;3;PASTO MIXTO;4;1;,06;2; ;NO; ; ; ; ; ; ; ;SI;SI;10;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0;1;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,06;,06;91,7013421961856
01015201172420002; AZUAY;01;17242;0002;4;PASTO MIXTO;6;1;1,82;2; ;NO; ; ; ; ; ; ; ;SI;SI;130;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,82;1,82;70,4106436375331
01015201172420002; AZUAY;01;17242;0002;5;PASTO MIXTO;7;1;1,65;2; ;NO; ; ; ; ; ; ; ;SI;SI;130;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,65;1,65;60,698138765061
01015201172450001; AZUAY;01;17245;0001;1;PASTO MIXTO;1;1;4,3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4,3;4,3;59,1158598368353
01015201172450002; AZUAY;01;17245;0002;1;PASTO MIXTO;1;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4;4;85,783155096211
01015201173200001; AZUAY;01;17320;0001;1;PASTO MIXTO;1;1;4,75;2; ;NO; ; ; ; ; ; ; ;SI;SI;10;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4,75;4,75;67,2224225467613
01015201173200002; AZUAY;01;17320;0002;1;PASTO MIXTO;1;1;1,85;2; ;NO; ; ; ; ; ; ; ;SI;SI;36;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,85;1,85;67,6016641973416
01015201180830001; AZUAY;01;18083;0001;1;PASTO MIXTO;1;1;9;2; ;SI;9; ; ; ; ; ;100;SI;NO; ; ; ; ; ; ;SI; ; ;200;LIBRA; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;9;9;66,3700908536929
01015301074950001; AZUAY;01;07495;0001;1;PASTO MIXTO;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;10;10;27,9424719503132
01015301074950001; AZUAY;01;07495;0001;2;PASTO MIXTO;2;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;30,2939642692596
01015301076950001; AZUAY;01;07695;0001;1;PASTO MIXTO;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;10;10;11,0884510789265
01015301076950001; AZUAY;01;07695;0001;2;PASTO MIXTO;2;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;8;8;3,9871832080356
01015301076950001; AZUAY;01;07695;0001;3;PASTO MIXTO;3;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;7;7;2,91933585340743
01015301084280001; AZUAY;01;08428;0001;2;PASTO MIXTO;2;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;1; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3;3;27,7316362950347
01015301084280001; AZUAY;01;08428;0001;3;PASTO MIXTO;3;1;2,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,5;2,5;15,4589215616421
01015301084280002; AZUAY;01;08428;0002;1;PASTO MIXTO;1;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4;4;53,6950627529089
01015301084280002; AZUAY;01;08428;0002;2;PASTO MIXTO;2;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3;3;10,8869072363674
01015301086280001; AZUAY;01;08628;0001;1;SETARIA ESPLÉNDIDA;1;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3; ;3;20,2207543467584
01015301086280001; AZUAY;01;08628;0001;2;SETARIA ESPLÉNDIDA;2;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5; ;5;24,8117947647445
01015301086280001; AZUAY;01;08628;0001;3;SETARIA ESPLÉNDIDA;3;1;,17;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,17; ;,17;72,0310691912137
01015301090940001; AZUAY;01;09094;0001;1;SETARIA ESPLÉNDIDA;1;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7; ;7;27,8432012572792
01015301094290001; AZUAY;01;09429;0001;1;SETARIA ESPLÉNDIDA;1;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;4; ;4;66,6521637398211
01015301094290002; AZUAY;01;09429;0002;1;OTROS PASTOS CULTIVADOS;1;1;,05;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,05; ;,05;64,5117283097894
01015301094290002; AZUAY;01;09429;0002;2;SETARIA ESPLÉNDIDA;2;1;1,08;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,08; ;1,08;3,24475999729165
01015701003450001; AZUAY;01;00345;0001;1;PASTO MIXTO;1;1;6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;6;6;42,7943284142803
01015701004340001; AZUAY;01;00434;0001;1;PASTO MIXTO;1;1;4,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4,5;4,5;25,8371389238887
01015701004340001; AZUAY;01;00434;0001;2;PASTO MIXTO;2;1;3,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3,5;3,5;10,5566370223574
01015701004340001; AZUAY;01;00434;0001;3;PASTO MIXTO;3;1;1,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,5;1,5;21,5216081274908
01015701005980001; AZUAY;01;00598;0001;1;MERKERON;1;1;40;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;40; ;40;5,19345960930147
01015701005980002; AZUAY;01;00598;0002;1;OTROS PASTOS CULTIVADOS;1;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3; ;3;26,8931608139163
01015701005980003; AZUAY;01;00598;0003;1;OTROS PASTOS CULTIVADOS;1;1;2;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2; ;2;1,63934124408621
01015701007680001; AZUAY;01;00768;0001;1;PASTO MIXTO;1;1;2,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;1; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,5;2,5;10,0378125407125
01015701007680001; AZUAY;01;00768;0001;2;PASTO MIXTO;2;1;4,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;4,5;4,5;29,5125670662754
01015701007700001; AZUAY;01;00770;0001;1;OTROS PASTOS CULTIVADOS;2;1;8;2; ;NO; ; ; ; ; ; ; ;SI;SI;2700;KILOGRAMO; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8; ;8;49,2814517111383
01015701007700002; AZUAY;01;00770;0002;1;OTROS PASTOS CULTIVADOS;1;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;4; ;4;26,4534589620106
01015701012810001; AZUAY;01;01281;0001;1;MERKERON;1;1;12;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12; ;12;27,4213561202937
01015701016100001; AZUAY;01;01610;0001;1;MERKERON;1;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5; ;5;39,0149942074348
01015701016100002; AZUAY;01;01610;0002;1;MERKERON;1;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7; ;7;39,6741440240275
01015701023160001; AZUAY;01;02316;0001;1;PASTO MIXTO;1;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;7;7;50,1627517032598
01015701023250001; AZUAY;01;02325;0001;1;KIKUYO;1;1;3;2; ;SI;3; ;100; ; ; ; ;SI;SI;160;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;1; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3; ;3;38,8182068880536
01015701023250002; AZUAY;01;02325;0002;1;PASTO MIXTO;1;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;5; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;8;8;17,551777932793
01015701023250002; AZUAY;01;02325;0002;2;PASTO MIXTO;2;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;2,27151635946764
01015701023250002; AZUAY;01;02325;0002;3;PASTO MIXTO;3;1;,15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,15;,15;132,021172389804
01015701023250003; AZUAY;01;02325;0003;1;KIKUYO;1;1;1;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;1;0;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1; ;1;17,3806675423108
01015701023250003; AZUAY;01;02325;0003;2;KIKUYO;2;1;2;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2; ;2;8,58248237351816
01015701027660001; AZUAY;01;02766;0001;1;PASTO MIXTO;1;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;5;5;14,5098292624343
01015701031020001; AZUAY;01;03102;0001;1;KIKUYO;1;1;,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,5; ;,5;39,2745012626728
01015701031020004; AZUAY;01;03102;0004;1;KIKUYO;1;1;,43;2; ;SI;,43; ;100; ; ; ; ;SI;SI;12;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,43; ;,43;22,0719139350653
01015701031020004; AZUAY;01;03102;0004;2;KIKUYO;2;1;,03;2; ;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,03; ;,03;120,019247627095
01015701031020005; AZUAY;01;03102;0005;1;KIKUYO;1;1;,7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,7; ;,7;115,756549530003
01015701031020005; AZUAY;01;03102;0005;2;KIKUYO;2;1;,75;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,75; ;,75;41,1162712838627
01015701031020009; AZUAY;01;03102;0009;1;KIKUYO;1;1;,04;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,04; ;,04;130,251303300372
01015701031020009; AZUAY;01;03102;0009;2;KIKUYO;2;1;1,45;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,45; ;1,45;13,1424223009425
01015701031020010; AZUAY;01;03102;0010;1;KIKUYO;1;1;,75;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,75; ;,75;25,1321410699317
01015701031020010; AZUAY;01;03102;0010;2;KIKUYO;3;1;1;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1; ;1;12,4360957737107
01015701031020012; AZUAY;01;03102;0012;1;KIKUYO;1;1;,7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,7; ;,7;47,7746136127207
01015701031020015; AZUAY;01;03102;0015;1;PASTO MIXTO;1;1;20;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;20;20;5,63150220893584
01015701031030001; AZUAY;01;03103;0001;1;PASTO MIXTO;1;1;20;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;20;20;26,0996234151469
01015701037690001; AZUAY;01;03769;0001;1;MERKERON;1;1;8;2; ;NO; ; ; ; ; ; ; ;SI;SI;7000;LIBRA;0; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8; ;8;,350931855388901
01015701037690001; AZUAY;01;03769;0001;2;MERKERON;3;1;1;2; ;NO; ; ; ; ; ; ; ;SI;SI;910;LIBRA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1; ;1;9,43118991030975
01015701037690001; AZUAY;01;03769;0001;3;MERKERON;4;1;5;2; ;NO; ; ; ; ; ; ; ;SI;SI;4480;LIBRA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5; ;5;8,6520050436874
01015701039370001; AZUAY;01;03937;0001;1;PASTO MIXTO;1;1;8;2; ;SI;8; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;8;8;10,6797772444949
01015701039370001; AZUAY;01;03937;0001;2;PASTO MIXTO;2;1;7;2; ;SI;7; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;7;7;27,8460456897444
01015701040860001; AZUAY;01;04086;0001;1;PASTO MIXTO;1;1;1;2; ;SI;1; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1;1;8,39581649299215
01015701040860001; AZUAY;01;04086;0001;2;PASTO MIXTO;2;1;1;2; ;SI;1; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1;1;18,8955648660464
01015701040860001; AZUAY;01;04086;0001;3;PASTO MIXTO;3;1;1;2; ;SI;1; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1;1;5,17686708658804
01015701040980001; AZUAY;01;04098;0001;1;KIKUYO;2;1;1,5;2;0;SI;1,5; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,5; ;1,5;44,8971541261614
